"","x"
"Cullman, AL",0.472195884398246
"Cullowhee, NC",0.204117495803829
"Cumberland, MD-WV",0.206303439794596
"Dallas-Fort Worth-Arlington, TX",0.108027108801388
"Dalton, GA",0.140022616766588
"Danville, IL",0.162977678944502
"Danville, KY",0.555625510646966
"Danville, VA",0.114734521842505
"Daphne-Fairhope-Foley, AL",0.401826924583408
"Davenport-Moline-Rock Island, IA-IL",0.455069981290098
"Dayton, OH",0.0389057584258985
"Dayton, TN",0.516248159672618
"Decatur, AL",0.32877680572269
"Decatur, IL",0.0888824990669725
"Decatur, IN",0.349379623667032
"Defiance, OH",0.00152657405860879
"Del Rio, TX",0.000747595477922025
"Deltona-Daytona Beach-Ormond Beach, FL",0.2651679153832
"Deming, NM",0.0719408842339525
"Denver-Aurora-Lakewood, CO",0.0955345454747091
"DeRidder, LA",0.569464246458987
"Des Moines-West Des Moines, IA",0.133417094158695
"Detroit-Warren-Dearborn, MI",0.00650827473921956
"Dickinson, ND",0.254756304243856
"Dodge City, KS",0.537815998165867
"Dothan, AL",0.380832768464409
"Douglas, GA",0.0356379363846069
"Dover, DE",0.169304582980041
"Dublin, GA",0.0581147734102748
"DuBois, PA",0.483244954557914
"Dubuque, IA",0.238144651107198
"Duluth, MN-WI",0.454815395379827
"Duncan, OK",0.334545292721259
"Dunn, NC",0.278178732592918
"Durango, CO",0.303477397204049
"Durant, OK",0.282133831010382
"Durham-Chapel Hill, NC",0.449806405205615
"Dyersburg, TN",0.439227187605275
"Eagle Pass, TX",0.00153463314500779
"Easton, MD",0.102307530679798
"East Stroudsburg, PA",0.21279293798941
"Eau Claire, WI",0.523844673663956
"Edwards, CO",0.405399741293197
"Effingham, IL",0.0342443611342689
"El Campo, TX",0.199111387083953
"El Centro, CA",0.000387801789119346
"El Dorado, AR",0.0341258606433992
"Elizabeth City, NC",0.114040316070983
"Elizabethtown-Fort Knox, KY",0.275301418175912
"Elk City, OK",0.0419080488366936
"Elkhart-Goshen, IN",0.0780538659221841
"Elkins, WV",0.323249420744303
"Elko, NV",0.0648609422527573
"Ellensburg, WA",0.0246699950259451
"Elmira, NY",0.50662255859178
"El Paso, TX",0.000269185572703279
"Emporia, KS",0.0271328464345273
"Enid, OK",0.444196380240014
"Enterprise, AL",0.486784608882173
"Erie, PA",0.045385832640497
"Espanola, NM",0.000808207194939126
"Eugene, OR",0.322387374800277
"Eureka-Arcata-Fortuna, CA",0.160620937031059
"Evanston, WY",0.491899983122155
"Evansville, IN-KY",0.0969916909813058
"Fairfield, IA",0.105077479085666
"Fairmont, WV",0.163892910504489
"Fallon, NV",0.133042827276631
"Fargo, ND-MN",0.509311432257135
"Faribault-Northfield, MN",0.0234963259515474
"Farmington, MO",0.274093807694327
"Farmington, NM",6.31596216404962e-05
"Fayetteville, NC",0.355948234632069
"Fayetteville-Springdale-Rogers, AR-MO",0.316329043562383
"Fergus Falls, MN",0.0213297174091512
"Fernley, NV",0.172225297785859
"Findlay, OH",0.0424503039566873
"Flagstaff, AZ",0.198574921059883
"Flint, MI",0.524107566500465
"Florence, SC",0.0458105145364925
"Florence-Muscle Shoals, AL",0.201998306268953
"Fond du Lac, WI",0.272547898691194
"Forest City, NC",0.344125058362414
"Forrest City, AR",0.062400332459933
"Fort Collins, CO",0.483966018853258
"Fort Dodge, IA",0.000385176250360497
"Fort Leonard Wood, MO",0.00112793514747089
"Fort Madison-Keokuk, IA-IL-MO",0.0918778847797839
"Fort Morgan, CO",0.613931400956685
"Fort Polk South, LA",0.554923927759268
"Fort Smith, AR-OK",0.123825838647614
"Fort Wayne, IN",0.281658769730439
"Frankfort, IN",0.0185523297860134
"Frankfort, KY",0.276476930855049
"Fremont, NE",0.569484431450402
"Fremont, OH",0.00124165287823574
"Fresno, CA",0.0269026527371855
"Gadsden, AL",0.0733856937563467
"Gaffney, SC",0.0613836566146022
"Gainesville, FL",0.0540881504577808
"Gainesville, GA",0.476565079071642
"Galesburg, IL",0.122977238383463
"Gallup, NM",0.141364944566437
"Garden City, KS",0.289867449455349
"Gardnerville Ranchos, NV",0.243805330562368
"Georgetown, SC",0.381659856708652
"Gettysburg, PA",0.594782566753776
"Glasgow, KY",0.457971616219328
"Glens Falls, NY",0.699187046281419
"Glenwood Springs, CO",0.181561089856061
"Gloversville, NY",0.49304783330519
"Goldsboro, NC",0.475545278161392
"Grand Forks, ND-MN",0.313734427743802
"Grand Island, NE",0.555617953090175
"Grand Junction, CO",0.279384152890414
"Grand Rapids-Wyoming, MI",0.0878587352445009
"Grants, NM",0.0016267857466048
"Grants Pass, OR",0.22782391916761
"Great Bend, KS",0.511545792028316
"Great Falls, MT",0.301408539217844
"Greeley, CO",0.526164740410185
"Green Bay, WI",0.213676680686663
"Greeneville, TN",0.412352823363915
"Greenfield Town, MA",0.46735980528892
"Greensboro-High Point, NC",0.434304844172019
"Greenville, MS",0.00076478418455872
"Greenville, NC",0.0901744455575356
"Greenville, OH",0.00818531843337145
"Greenville-Anderson-Mauldin, SC",0.385143836091229
"Greenwood, MS",0.339139266824081
"Greenwood, SC",0.035275548947736
"Gulfport-Biloxi-Pascagoula, MS",0.126239433860488
"Guymon, OK",0.18194529773287
"Hagerstown-Martinsburg, MD-WV",0.233306496434837
"Hammond, LA",0.0707548548277236
"Hanford-Corcoran, CA",0.151237978603524
"Hannibal, MO",0.571331634649091
"Harrisburg-Carlisle, PA",0.462862114093319
"Harrison, AR",0.623888019035123
"Harrisonburg, VA",0.0750630701423353
"Hartford-West Hartford-East Hartford, CT",0.0781380158160451
"Hastings, NE",0.088674436432346
"Hattiesburg, MS",0.202168773601616
"Hays, KS",0.235318805230928
"Helena, MT",0.269815457399856
"Helena-West Helena, AR",0.0122494335976666
"Henderson, NC",0.104704163526659
"Hermiston-Pendleton, OR",0.244997268585402
"Hickory-Lenoir-Morganton, NC",0.0915424839090893
"Hillsdale, MI",0.0158807403790456
"Hilton Head Island-Bluffton-Beaufort, SC",0.505799391073096
"Hinesville, GA",0.185585157781
"Hobbs, NM",0.00292629404151756
"Holland, MI",0.0016615037067409
"Homosassa Springs, FL",0.630643243224224
"Hood River, OR",0.434380397283368
"Hot Springs, AR",0.0948438053090103
"Houghton, MI",0.36059844653311
"Houma-Thibodaux, LA",0.217589390732119
"Houston-The Woodlands-Sugar Land, TX",0.268186879097747
"Hudson, NY",0.369115325294846
"Huntingdon, PA",0.54553766383386
"Huntington, IN",0.104591952637293
"Huntington-Ashland, WV-KY-OH",0.172112422891595
"Huntsville, AL",0.368938507666991
"Huntsville, TX",0.016298972118188
"Huron, SD",0.387049856627411
"Hutchinson, KS",0.535007882482968
"Hutchinson, MN",0.0510826705349471
"Idaho Falls, ID",0.425433510160542
"Indiana, PA",0.175823277449737
"Indianapolis-Carmel-Anderson, IN",0.0206902975015545
"Indianola, MS",0.010961553942068
"Ionia, MI",0.0045074662979474
"Iowa City, IA",0.0452478269610369
"Iron Mountain, MI-WI",0.496290429393231
"Ithaca, NY",0.00275664240913243
"Jackson, MI",0.307657864636937
"Jackson, MS",0.0674422089284332
"Jackson, TN",0.131017706203368
"Jackson, WY-ID",1.90985165460233e-08
"Jacksonville, FL",0.413257286309988
"Jacksonville, IL",0.249692608309659
"Jacksonville, NC",0.487947294165758
"Jacksonville, TX",0.076985883931508
"Jamestown, ND",0.0559574435108211
"Jamestown-Dunkirk-Fredonia, NY",0.25773525825686
"Janesville-Beloit, WI",0.481931294448593
"Jasper, IN",0.253587739681947
"Jefferson, GA",0.316541578021795
"Jefferson City, MO",0.63248100509664
"Johnson City, TN",0.19815411300617
"Johnstown, PA",0.496205273127318
"Jonesboro, AR",0.0153861747658192
"Joplin, MO",0.388065183459186
"Junction City, KS",0.391289723946486
"Kalamazoo-Portage, MI",0.0455140217977895
"Kalispell, MT",0.223943637244866
"Kankakee, IL",0.0302573166157472
"Kansas City, MO-KS",0.0977022072131647
"Kearney, NE",0.353882191223193
"Keene, NH",0.612218442133593
"Kendallville, IN",0.149702398568134
"Kennett, MO",0.0326912772896387
"Kennewick-Richland, WA",0.288739679236988
"Kerrville, TX",0.161071362188298
"Kill Devil Hills, NC",0.509135362685473
"Killeen-Temple, TX",0.642567843534872
"Kingsport-Bristol-Bristol, TN-VA",0.140833168228657
"Kingston, NY",0.283768809820634
"Kingsville, TX",0.0583365875195905
"Kinston, NC",0.0695245746415886
"Kirksville, MO",0.0757430593560345
"Klamath Falls, OR",0.191425720790244
"Knoxville, TN",0.454646761338134
"Kokomo, IN",0.496820218243875
"Laconia, NH",0.280322163792188
"La Crosse-Olaska, WI-MN",0.440314275674877
"Lafayette, LA",0.0788495985915368
"Lafayette-West Lafayette, IN",0.20861213369915
"La Grande, OR",0.0649437564699873
"LaGrange, GA",0.0722914824700658
"Lake Charles, LA",0.0388649626718095
"Lake City, FL",0.0303840828973914
"Lake Havasu City-Kingman, AZ",0.081201852013302
"Lakeland-Winter Haven, FL",0.141523527810699
"Lancaster, PA",0.489722589635921
"Lansing-East Lansing, MI",0.298294029215612
"Laramie, WY",0.00250834390086274
"Laredo, TX",0.0741047540860881
"Las Vegas, NM",0.00388713385886086
"Las Vegas-Henderson-Paradise, NV",0.0543916691609369
"Laurel, MS",0.425118882018107
"Laurinburg, NC",0.197639624768268
"Lawrence, KS",0.032133513144555
"Lawrenceburg, TN",0.0582871314048568
"Lawton, OK",0.134642411208839
"Lebanon, MO",0.265604281171276
"Lebanon, PA",0.198479375262189
"Levelland, TX",0.00519235808639706
"Lewisburg, PA",0.541097250318011
"Lewisburg, TN",0.032728722170454
"Lewiston, ID-WA",0.37220839976049
"Lewiston-Auburn, ME",0.354546350352325
"Lexington-Fayette, KY",0.144327534280417
"Liberal, KS",0.187942578707216
"Lima, OH",0.0507444278824917
"Lincoln, IL",0.223135390822791
"Lincoln, NE",0.272418036789677
"Little Rock-North Little Rock-Conway, AR",0.222955324912672
"Lock Haven, PA",0.413307057361651
"Logan, UT-ID",0.460023286309921
"Logan, WV",0.427087436863719
"Logansport, IN",0.0240248226700349
"London, KY",0.139394168609271
"Longview, TX",0.19385935522375
"Longview, WA",0.420473733429066
"Los Alamos, NM",0.0104903308980787
"Los Angeles-Long Beach-Aheim, CA",0.0184738419870727
"Louisville/Jefferson County, KY-IN",0.0449298761992679
"Lubbock, TX",0.00500878162935603
"Ludington, MI",0.482488690340037
"Lufkin, TX",0.0574453431727623
"Lumberton, NC",0.055069337545417
"Macomb, IL",0.481416244259361
"Macon-Bibb County, GA",0.127385703876998
"Madera, CA",0.00370585428213221
"Madison, IN",0.476152718145455
"Madison, WI",0.492369015835882
"Madisonville, KY",0.09446727615815
"Magnolia, AR",0.0278100841573835
"Malone, NY",0.555312275275631
"Manchester-Nashua, NH",0.546935256642407
"Manhattan, KS",0.0666700316602299
"Manitowoc, WI",0.090521179971791
"Mankato-North Mankato, MN",0.19468846218685
"Mansfield, OH",0.0213856387568007
"Marietta, OH",0.00574420922678676
"Marinette, WI-MI",0.377713598910968
"Marion, IN",0.181919891324413
"Marion, NC",0.422375386920168
"Marion, OH",0.00610463612910639
"Marquette, MI",0.417269626525178
"Marshall, MN",0.43417477520877
"Marshall, MO",0.436030786571319
"Marshall, TX",0.0632953874437446
"Marshalltown, IA",0.0725397190513491
"Martin, TN",0.367564786507329
"Martinsville, VA",0.159899346225939
"Maryville, MO",0.105917466507889
"Mason City, IA",0.0613020648879868
"Mayfield, KY",0.00994882738865277
"Maysville, KY",0.457486145165036
"McAlester, OK",0.558845001420029
"McAllen-Edinburg-Mission, TX",0.0637294618904897
"McComb, MS",0.324052625015813
"McMinnville, TN",0.155794877540474
"McPherson, KS",0.0477390051393699
"Meadville, PA",0.164178221292898
"Medford, OR",0.364653712149904
"Memphis, TN-MS-AR",0.412323785402262
"Menomonie, WI",0.281572269112038
"Merced, CA",0.113534156070121
"Meridian, MS",0.0464544652713343
"Merrill, WI",0.514028182206053
"Mexico, MO",0.327196303377968
"Miami, OK",0.114185304014847
"Miami-Fort Lauderdale-West Palm Beach, FL",0.149313688209378
"Michigan City-La Porte, IN",0.450905553726772
"Midland, MI",0.470423916053503
"Midland, TX",0.00209062740320221
"Milledgeville, GA",0.353121377291053
"Milwaukee-Waukesha-West Allis, WI",0.0512817591759791
"Mineral Wells, TX",0.293033513679155
"Minneapolis-St. Paul-Bloomington, MN-WI",0.209925241548564
"Minot, ND",0.532285399972594
"Missoula, MT",0.315710216531691
"Mitchell, SD",0.358861673788097
"Mobile, AL",0.204034289989528
"Modesto, CA",0.0552999550812543
"Monroe, LA",0.0669032992276055
"Monroe, MI",0.000670700045097505
"Montgomery, AL",0.03939356633784
"Montrose, CO",0.503272354151767
"Morehead City, NC",0.492188084761476
"Morgan City, LA",0.226294465136099
"Morgantown, WV",0.0718318124812632
"Morristown, TN",0.094696252245029
"Moscow, ID",0.00453704750083517
"Moses Lake, WA",0.381361136985122
"Moultrie, GA",0.294310092128893
"Mountain Home, AR",0.554818136067299
"Mountain Home, ID",0.427691054672716
"Mount Airy, NC",0.127134944685044
"Mount Pleasant, MI",0.00414343543091344
"Mount Pleasant, TX",0.259707378648266
"Mount Vernon, IL",0.49764463476357
"Mount Vernon, OH",0.00704959790090276
"Mount Vernon-Acortes, WA",0.497606820995797
"Muncie, IN",0.294509516156847
"Murray, KY",0.436640021171078
"Muscatine, IA",0.121854435433666
"Muskegon, MI",0.386192069466716
"Muskogee, OK",0.0280590423670792
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",0.479695752152298
"Nacogdoches, TX",0.365091626289333
"Napa, CA",0.173064389317231
"Naples-Immokalee-Marco Island, FL",0.439463287368585
"Nashville-Davidson--Murfreesboro--Franklin, TN",0.144719911013028
"Natchez, MS-LA",0.0250653493534232
"Natchitoches, LA",0.302865444869251
"New Bern, NC",0.345673687898642
"Newberry, SC",0.375977595357326
"New Castle, IN",0.0532590338762748
"New Castle, PA",0.0778566340408331
"New Haven-Milford, CT",0.0200564607233633
"New Orleans-Metairie, LA",0.239557623753902
"New Philadelphia-Dover, OH",0.00259254470812909
"Newport, OR",0.35006159454523
"Newton, IA",0.123401864066967
"New Ulm, MN",0.377260770727644
"New York-Newark-Jersey City, NY-NJ-PA",0.0540476354997736
"Niles-Benton Harbor, MI",0.0459405775177929
"Nogales, AZ",0.460755163445528
"Norfolk, NE",0.233330920179047
"North Platte, NE",0.377023755842767
"North Port-Sarasota-Bradenton, FL",0.222793224041206
"North Vernon, IN",0.00687600945800637
"North Wilkesboro, NC",0.0753045640694301
"Norwalk, OH",0.00068547216959125
"Norwich-New London, CT",0.0639399052621343
"Oak Harbor, WA",0.389206412418711
"Ocala, FL",0.113650673432955
"Ocean City, NJ",0.107831133982441
"Odessa, TX",0.00472085340481332
"Ogden-Clearfield, UT",0.357365664772107
"Ogdensburg-Massena, NY",0.471391800554917
"Oil City, PA",0.220638418003954
"Okeechobee, FL",0.0549411458643756
"Oklahoma City, OK",0.154833232608199
"Olean, NY",0.0607892561540403
"Olympia-Tumwater, WA",0.29135739262011
"Omaha-Council Bluffs, NE-IA",0.480044233181471
"Oneonta, NY",0.472308551235378
"Ontario, OR-ID",0.199603135492364
"Opelousas, LA",0.170997537860012
"Orangeburg, SC",0.0527511938937993
"Orlando-Kissimmee-Sanford, FL",0.290034651081683
"Oshkosh-Neeh, WI",0.302437307641769
"Oskaloosa, IA",0.387396786449598
"Othello, WA",0.252065730006792
"Ottawa, KS",0.564789276492118
"Ottawa-Peru, IL",0.21333697292569
"Ottumwa, IA",0.357827255203635
"Owatonna, MN",0.0470225499283753
"Owensboro, KY",0.531789683479006
"Owosso, MI",0.00145489991066505
"Oxford, MS",0.000281657418859882
"Oxford, NC",0.216023545771308
"Oxnard-Thousand Oaks-Ventura, CA",0.1099474816418
"Ozark, AL",0.174140662716847
"Paducah, KY-IL",0.532812055509542
"Pahrump, NV",0.0377641276028594
"Palatka, FL",0.0425996729014358
"Palestine, TX",0.589475714146834
"Palm Bay-Melbourne-Titusville, FL",0.492605090918171
"Pampa, TX",0.088417680112392
"Panama City, FL",0.429310060888393
"Paris, TN",0.131819785855774
"Paris, TX",0.0717387725837999
"Parkersburg-Vienna, WV",0.021582429677954
"Payson, AZ",0.00118157934097052
"Pensacola-Ferry Pass-Brent, FL",0.278650007054425
"Peoria, IL",0.454418461459895
"Peru, IN",0.0121931979602858
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.087617697508474
"Phoenix-Mesa-Scottsdale, AZ",0.198118712802162
"Picayune, MS",0.505016234527262
"Pine Bluff, AR",0.0287118626487268
"Pinehurst-Southern Pines, NC",0.474977103042988
"Pittsburg, KS",0.0292305312394878
"Pittsburgh, PA",0.119454608539525
"Pittsfield, MA",0.290544986387555
"Plainview, TX",0.0606858025645829
"Platteville, WI",0.29431849242852
"Plattsburgh, NY",0.522122551211932
"Plymouth, IN",0.104637645245584
"Pocatello, ID",0.300151827702639
"Point Pleasant, WV-OH",0.0970191653714075
"Ponca City, OK",0.413011167913769
"Pontiac, IL",0.259008765444846
"Poplar Bluff, MO",0.063182099849555
"Port Angeles, WA",0.411675486760078
"Port Clinton, OH",0.0139034368895189
"Portland-South Portland, ME",0.471257455515305
"Portland-Vancouver-Hillsboro, OR-WA",0.27991785518319
"Port Lavaca, TX",0.309830769956752
"Port St. Lucie, FL",0.453841239993738
"Portsmouth, OH",0.380723664432442
"Pottsville, PA",0.198953979196648
"Prescott, AZ",0.357006554726255
"Price, UT",0.0559902539903202
"Providence-Warwick, RI-MA",0.0597049156342678
"Provo-Orem, UT",0.299993917583266
"Pueblo, CO",0.221107056092115
"Pullman, WA",1.93550471538906e-07
"Punta Gorda, FL",0.29894770152921
"Quincy, IL-MO",0.505698855895881
"Racine, WI",0.199738446418114
"Raleigh, NC",0.440044132927457
"Rapid City, SD",0.267126706477766
"Reading, PA",0.373247070609926
"Red Bluff, CA",0.0460483361552697
"Redding, CA",0.507604283493612
"Red Wing, MN",0.0254444913343039
"Reno, NV",0.110085992308559
"Rexburg, ID",0.000466839039252043
"Richmond, IN",0.0250290639074406
"Richmond, VA",0.41895960278868
"Richmond-Berea, KY",0.144729790227369
"Riverside-San Bernardino-Ontario, CA",8.27412887884904e-05
"Riverton, WY",0.341644688325432
"Roanoke, VA",0.280409627372812
"Roanoke Rapids, NC",0.0191517686925231
"Rochelle, IL",0.101275974062662
"Rochester, MN",0.169379799143867
"Rochester, NY",0.0963455468499518
"Rockford, IL",0.0628747678397497
"Rockingham, NC",0.0532851649754195
"Rock Springs, WY",0.607591516018222
"Rocky Mount, NC",0.0399709311247562
"Rolla, MO",0.0221902695352637
"Rome, GA",0.309684330690843
"Roseburg, OR",0.00600865983982646
"Roswell, NM",0.14454612875776
"Russellville, AR",0.152515539356851
"Ruston, LA",0.0087899247883888
"Rutland, VT",0.499287014161438
"Sacramento--Roseville--Arden-Arcade, CA",0.0772240498326031
"Safford, AZ",0.0658573090393118
"Saginaw, MI",0.144384804392468
"St. Cloud, MN",0.562544634731366
"St. George, UT",0.0856299846484457
"St. Joseph, MO-KS",0.312743442599405
"St. Louis, MO-IL",0.0390929488506531
"St. Marys, GA",0.366681828626473
"Salem, OH",0.0056613771943681
"Salem, OR",0.426960156854316
"Salina, KS",0.418711420470931
"Salinas, CA",0.293389326217951
"Salisbury, MD-DE",0.31029104008484
"Salt Lake City, UT",0.262794242831111
"San Angelo, TX",0.426830669407378
"San Antonio-New Braunfels, TX",0.0969546931850307
"San Diego-Carlsbad, CA",0.202076775332141
"Sandusky, OH",0.00287268235078197
"Sanford, NC",0.118487790143682
"San Francisco-Oakland-Hayward, CA",0.0710368311457785
"San Jose-Sunnyvale-Santa Clara, CA",0.0890001872766921
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",0.0821079268848213
"Santa Cruz-Watsonville, CA",0.284412858969916
"Santa Fe, NM",0.315570994140723
"Santa Maria-Santa Barbara, CA",0.214915646797235
"Santa Rosa, CA",0.21662873664857
"Sault Ste. Marie, MI",0.357884881326659
"Savannah, GA",0.331241176141686
"Sayre, PA",0.494319082386023
"Scottsbluff, NE",0.263546267308174
"Scottsboro, AL",0.480297804451342
