GEOID,ME,MELSAD,AQI_Good,Bachelor_Over_25,Per_Poverty,Gini,non_migration,Per_Sev_Hous,Xstreamlengthimpaired,Per_Avg_Land_Cov,poor_health_percent,Z_Water_Index,GHG_Percap,UNEMPLOY,FOOD_INS,VIO_CRIME,broadband_access,Female_Inequality,Black_equality,Hispanic_equality,Asian_equality
17740,"Coldwater, MI","Coldwater, MI Micro Area",0.78,14,15.9,40.52,87.8,14.95,79.23,8.31,21.9,0.05,14.34,0.0553,12.3,276.922012,0.327,0.971,0.492059254,1.857866337,0.793573865
17780,"College Station-Bryan, TX","College Station-Bryan, TX Metro Area",0.78,35.3,24.4,50.73,72.2,25.91,7.97,25.6,10.88,0.07,14.86,0.0589,20.7370487,312.086489,0.594,0.971,0.647456387,1.038838817,0.669137868
17820,"Colorado Springs, CO","Colorado Springs, CO Metro Area",0.69,37.2,11,43.31,77.7,15.92,13.64,89.52,11.85,0.06,11.19,0.0738,12.3421198,394.248676,0.24,0.959,0.760035509,0.90068635,0.685886428
17860,"Columbia, MO","Columbia, MO Metro Area",0.89,45.9,18.7,47.59,76.1,17.97,7.03,14.29,10.8,0.02,14.35,0.0459,16.2,361.894534,0.143,0.973,0.658110844,1.0273163,0.833346939
17900,"Columbia, SC","Columbia, SC Metro Area",0.7,31.9,15.6,45.86,82.7,15.38,10.01,58.03,14.69,0.13,20.63,0.0797,14.0644892,579.772671,0.324,0.977,0.718718312,0.992362067,0.6980247
17980,"Columbus, GA-AL","Columbus, GA-AL Metro Area",0.68,24.1,19.8,48.76,78.6,17.33,8.62,58.03,17.23,0.06,15.11,0.0993,18.9991636,472.336176,0.102,0.957,0.709819587,1.171966698,0.783143687
18020,"Columbus, IN","Columbus, IN Metro Area",0.77,31.2,12.4,43.24,85.7,11.42,45.73,24.23,14.8,0.01,22.47,0.052,11.4,95.5439533,0.142,0.925,0.952495088,1.691597805,0.657972044
18060,"Columbus, MS","Columbus, MS Micro Area",0.76,23.6,21.1,45.8,84.9,16.52,7.17,60.8,20.4,0.04,32.26,0.1149,21,0,0.127,0.953,0.600257951,1.279616982,0.901869574
18100,"Columbus, NE","Columbus, NE Micro Area",0.93,21.5,8.6,41.9,87.4,12.28,7.68,17.16,12.7,0.18,23.94,0.0457,8.9,102.25261,0.869,0.951,0.617481629,1.356068304,0.68765301
18140,"Columbus, OH","Columbus, OH Metro Area",0.67,35.3,14,45.84,82.9,14.9,62.04,24.35,14.31,0.02,16.01,0.0595,14.840753,304.091155,0.211,0.968,0.699760255,1.22126519,0.724582805
18180,"Concord, NH","Concord, NH Micro Area",0.95,35.2,7.7,42.16,87.3,14.97,47.3,56.45,10.5,0.05,10.88,0.0481,9,157.635243,0.078,0.98,0.795080139,1.012588453,0.932657237
18220,"Connersville, IN","Connersville, IN Micro Area",0.79,11.1,18.2,44.07,85.6,15.85,53.77,24.23,26.9,0,12.9,0.0916,15.6,0,0.24,0.977,0.585292998,2.373440112,0.790603222
18260,"Cookeville, TN","Cookeville, TN Micro Area",0.88,20.3,22.4,50.17,87.5,15.82,14.8,53.17,20.12,0.04,18.15,0.0784,14.7268913,337.457449,0.108,0.969,0.732104315,1.847878799,1.042921384
18300,"Coos Bay, OR","Coos Bay, OR Micro Area",0.8,18.6,17.9,49.1,84.3,18.25,19.76,80.56,17.6,0.02,9.47,0.1072,15.6,170.383114,0.106,0.963,0.532151281,1.180140016,0.737042491
18380,"Cordele, GA","Cordele, GA Micro Area",0.75,13.6,31.2,56.13,81.8,21.48,14.07,60.8,28.6,0.09,20.62,0.1393,22.8,288.196927,0.299,0.995,0.507636659,1.153078996,0.734520044
18420,"Corinth, MS","Corinth, MS Micro Area",0.91,15.9,19.6,44.79,86.4,15.03,17.67,60.8,25.5,0,16.48,0.0774,15.3,0,0.351,1.002,0.705673095,0.881610816,0.833315153
18460,"Cornelia, GA","Cornelia, GA Micro Area",0.75,18.4,17.2,43.7,90.9,17.12,11.14,63.95,17.1,0.06,17.38,0.0722,10.1,181.452993,0.031,0.919,0.670373751,0.973071725,0.648063048
18500,"Corning, NY","Corning, NY Micro Area",0.94,22.6,14.5,45.31,88,13.08,29.4,53.99,15.1,0.04,13.72,0.0758,11.9,177.540829,0.175,0.97,0.899773866,1.898193422,1.170323806
18580,"Corpus Christi, TX","Corpus Christi, TX Metro Area",0.76,19.8,16.5,46.56,82.1,17.41,2.66,34.47,18.75,0.16,24.79,0.0609,11.2887046,625.292607,0,0.956,0.70727475,1.082246358,0.695556807
18620,"Corsicana, TX","Corsicana, TX Micro Area",0.76,15.6,18.8,45.23,85.4,16.94,5.45,25.6,23.4,0.06,25.75,0.1036,17.9,353.959657,0.784,0.998,0.71904392,1.257982911,0.679654801
18660,"Cortland, NY","Cortland, NY Micro Area",0.89,26,14.7,43.34,85.9,15.03,24.76,53.99,17.3,0.05,10.11,0.0517,11.8,89.5422931,0.11,1.013,0.613780133,1.026464727,0.766073332
18700,"Corvallis, OR","Corvallis, OR Metro Area",0.91,53.8,20.7,48.69,74.7,22.49,19.43,54.95,11.3,0.09,15.5,0.0784,15.4,128.03223,0.013,0.952,0.799097321,1.027077955,0.712923633
18740,"Coshocton, OH","Coshocton, OH Micro Area",0.77,12.6,15,40.91,86.7,12.28,70.54,33.57,16.4,0.02,29.19,0.0639,14,106.519542,0.323,0.913,1.427245078,1.28212146,1.785107625
18780,"Craig, CO","Craig, CO Micro Area",0.88,17.2,10.1,42.4,78,15.05,4.09,88.13,16.1,0.01,18.42,0.0455,11.2,159.087382,0.056,0.935,NA,NA,0.666621262
18860,"Crescent City, CA","Crescent City, CA Micro Area",0.95,14.4,23.2,48.1,82.1,23.3,45.73,80.56,15.9,0.03,8.46,0.1045,16.8,609.109201,0.051,NA,0.540500359,1.027949455,0.511218328
18880,"Crestview-Fort Walton Beach-Destin, FL","Crestview-Fort Walton Beach-Destin, FL Metro Area",0.95,29,12.8,44.72,81.2,17.15,7.02,55.67,18.55,0.14,12.32,0.0666,14.5015906,386.349058,0.145,0.965,0.737456434,0.935920869,0.763050188
18900,"Crossville, TN","Crossville, TN Micro Area",0.76,18.6,16,43.44,83.7,11.25,17.5,63.79,21.4,0.04,14.87,0.0883,12.2,296.796994,0.436,0.937,1.448911647,2.319112484,1.06644877
18980,"Cullman, AL","Cullman, AL Micro Area",0.82,14.9,16.4,44.82,92.2,13.63,8.12,63.79,21.4,0.01,21.28,0.0606,12,129.392286,0.273,0.946,0.685694391,1.674877675,0.553060018
19000,"Cullowhee, NC","Cullowhee, NC Micro Area",0.77,30.5,21.6,45.31,82.7,17.52,16.75,72.64,21.3,0.06,15.22,0.0515,15.4,214.272744,0.667,0.989,0.62667884,0.823578712,0.547442711
19060,"Cumberland, MD-WV","Cumberland, MD-WV Metro Area",0.74,16.7,16.2,43.5,87.4,13.37,23.9,63.1,16.78,0.03,15.07,0.0899,13.023304,291.637937,0.297,0.992,0.551537055,1.956188323,0.769682552
19100,"Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area",0.5,33.7,13.3,47.06,83.6,17.78,6.84,36.48,14.8,0.07,15.15,0.0596,16.3764026,343.913424,0.071,0.961,0.707662866,1.041757671,0.606254697
19140,"Dalton, GA","Dalton, GA Metro Area",0.88,13.2,18.9,45.68,89.4,17.1,12.95,61.31,25.12,0.04,29.09,0.0944,9.25380919,314.14147,0.007,0.969,0.831609476,1.260659714,0.657564402
19180,"Danville, IL","Danville, IL Metro Area",0.83,14.6,19.8,43.84,87.3,12.1,23.28,10.29,18.3,0.01,16.65,0.0975,15.3,704.731586,0.386,0.989,0.613508312,1.800275262,0.67738016
19220,"Danville, KY","Danville, KY Micro Area",0.78,17.4,19.4,45.79,82.6,13.07,16.54,42.54,22.43,0.03,16.69,0.078,15.3645311,97.0364879,0.261,0.952,0.796568452,1.677847214,0.972619383
19260,"Danville, VA","Danville, VA Micro Area",0.84,16,17.4,44.95,87.9,14.45,9.84,55.26,20.78,0.08,17.7,0.0868,15.6136579,298.524151,0.206,0.989,0.710713534,1.306894142,0.715744991
19300,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL Metro Area",0.87,30.7,11.8,46.18,88.3,13.83,8.04,55.67,12.7,0.11,16.07,0.0629,12.3,203.660396,0.273,0.956,0.656497049,0.912332503,0.757992016
19340,"Davenport-Moline-Rock Island, IA-IL","Davenport-Moline-Rock Island, IA-IL Metro Area",0.37,26.5,13.1,44.13,87.9,12.3,8.84,8.08,10.81,0,19.06,0.0607,11.9155852,375.232196,0.179,0.949,0.702522166,1.221448503,0.725479118
19380,"Dayton, OH","Dayton, OH Metro Area",0.6,28.4,15.7,45.8,82.4,15.59,73.04,5.91,14.34,0.01,20.86,0.0797,15.9140468,303.909417,0.023,0.959,0.729498009,1.305723212,0.856829945
19420,"Dayton, TN","Dayton, TN Micro Area",0.76,14.2,21.9,46.6,83.4,11.96,20.95,56.88,24.6,0.04,13.37,0.0805,15.4,279.730969,0.367,0.942,0.979377454,0.834807875,0.634459758
19460,"Decatur, AL","Decatur, AL Metro Area",0.84,18.5,16.6,45.19,86.9,12.76,8.12,53.17,16.81,0.01,26.34,0.0881,13.5046653,198.081706,0.254,0.944,0.721803661,1.377052785,0.586595092
19500,"Decatur, IL","Decatur, IL Metro Area",0.72,22.7,16.6,47.1,83.3,12.87,9.42,2.23,18.8,0,28.59,0.1011,15.4,389.60553,0.131,0.946,0.610568163,1.459141109,0.830957746
19540,"Decatur, IN","Decatur, IN Micro Area",0.79,14.9,18.9,43,86.7,17.19,42.73,5.91,13.3,0,18.26,0.0546,12.6,0,0.39,0.914,0.447418093,1.350060777,0.962606626
19580,"Defiance, OH","Defiance, OH Micro Area",0.77,16.2,11,39.53,86.1,10.96,73.62,5.37,15.2,0.03,25.72,0.0683,11.3,124.391711,0.247,0.985,0.762608024,1.349087997,0.734701656
19620,"Del Rio, TX","Del Rio, TX Micro Area",0.78,18.1,20.9,46.47,85.3,17,1.37,75.44,30.6,0.46,9.55,0.0836,8.5,138.149816,0.019,0.961,0.904541814,0.898658027,0.656780406
19660,"Deltona-Daytona Beach-Ormond Beach, FL","Deltona-Daytona Beach-Ormond Beach, FL Metro Area",0.88,22.8,15.6,45.57,86.3,18.66,9.61,50.55,20.02,0.15,12.06,0.0778,14.9297756,396.522667,0.019,0.977,0.745538435,1.155861734,0.766148952
19700,"Deming, NM","Deming, NM Micro Area",0.87,14.1,31.8,48.05,79.8,17.03,2.2,93.14,20.5,0.42,21.79,0.1414,19.4,700.977679,0.358,0.995,0.517341588,1.042142671,0.644131803
19740,"Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO Metro Area",0.25,42.1,10.2,45.61,82.2,16.5,12.24,73.4,12.73,0.08,14.28,0.0537,10.4221775,360.43983,0.238,0.966,0.680310119,0.903315523,0.605715775
19760,"DeRidder, LA","DeRidder, LA Micro Area",0.71,16.3,17.3,45.63,85.8,11.86,10.79,63.84,22.6,0.01,24.85,0.0701,12.7,108.60898,0.667,0.935,0.787463648,0.969418233,0.798779419
19780,"Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA Metro Area",0.79,36.1,10.3,44.56,82.1,13.12,7.85,6.93,10.87,0.07,18.61,0.0476,10.98782,347.745502,0.169,0.969,0.612230654,0.933803922,0.636126371
19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",0.4,30.1,15.6,47.52,86.8,17.11,75.56,7.15,14.17,0.07,15.03,0.0922,15.3911683,544.263518,0.126,0.957,0.676752771,1.279763564,0.752853894
19860,"Dickinson, ND","Dickinson, ND Micro Area",0.94,23.8,8.1,44.79,82.4,10.81,10.02,73.26,13,0.32,30.04,0.0324,6,151.298106,0.009,0.969,0.849614817,0.707041858,0.692483469
19980,"Dodge City, KS","Dodge City, KS Micro Area",0.99,18.3,16.2,42.94,84.6,14.64,12.92,52.41,16.1,0.31,26.28,0.0717,6.4,367.017372,0.003,0.994,0.612768257,1.10011633,0.615874147
20020,"Dothan, AL","Dothan, AL Metro Area",0.91,18.7,18.6,47.18,87.7,12.6,8.06,60.8,21.83,0.16,15.79,0.0839,16.734086,440.864844,0.405,0.961,0.662653398,1.065008847,0.709861915
20060,"Douglas, GA","Douglas, GA Micro Area",0.91,14.1,23.9,50.44,90.3,15.29,18.62,60.8,21.2,0.11,16.83,0.0727,16.4,325.458883,0.092,1.007,0.632499227,1.286729849,0.653069545
20100,"Dover, DE","Dover, DE Metro Area",0.8,23.5,13,43,85.2,16.2,31.02,50.09,14.7,0.16,11.49,0.0797,13,448.145991,0.043,0.985,0.875067383,1.212295418,0.784850568
20140,"Dublin, GA","Dublin, GA Micro Area",0.75,14.4,26.3,51.05,87.3,14.64,13.38,60.8,20.89,0.12,22.27,0.0658,20.2572709,361.444704,0.677,0.974,0.710777006,1.452976163,0.700353589
20180,"DuBois, PA","DuBois, PA Micro Area",0.91,14.1,15.3,42.79,89.2,12.37,11.7,70.44,17.3,0.04,19.73,0.0812,12.9,265.917974,0.243,0.967,0.699082693,1.393114042,0.656007128
20220,"Dubuque, IA","Dubuque, IA Metro Area",0.76,30,11.9,43.66,84.6,12.59,9.88,12.21,9.7,0.01,17.68,0.0395,11.9,210.339637,0.077,0.964,0.557943435,1.054118421,0.676395251
20260,"Duluth, MN-WI","Duluth, MN-WI Metro Area",0.87,26.8,14.8,43.98,84.6,13.84,6.42,67.96,12.91,0.05,17.06,0.057,11.9456393,221.636207,0.256,0.975,0.603422419,0.944900435,0.782156591
20340,"Duncan, OK","Duncan, OK Micro Area",0.77,17.4,15.1,46.21,84.2,12.12,12.16,44.47,17.1,0.27,19.68,0.0676,17.2,174.93496,0.305,0.933,0.770787893,1.046024657,0.723196364
20380,"Dunn, NC","Dunn, NC Micro Area",0.79,20.3,18,42.56,83.2,15.53,10.22,58.03,18.8,0.12,7.71,0.0995,15.4,242.529059,0.02,0.991,0.764222274,1.282164791,0.703101375
20420,"Durango, CO","Durango, CO Micro Area",0.71,43.1,9.6,43.64,82.2,15.06,4.34,92.48,8.5,0.25,21,0.0507,11.1,174.582282,0.401,0.975,0.916896973,0.972514574,0.714005729
20460,"Durant, OK","Durant, OK Micro Area",0.87,22.5,17.5,45.26,83.6,16.75,11.92,51.26,20.3,0.09,18.16,0.0724,15.9,205.839579,0.473,0.968,0.812585232,1.47658928,0.767772514
20500,"Durham-Chapel Hill, NC","Durham-Chapel Hill, NC Metro Area",0.76,46.3,15.5,49.29,80.1,17.61,9.46,55.26,15.76,0.1,10.53,0.0682,15.4187968,442.978277,0.109,0.999,0.687767707,1.045132414,0.583703177
20540,"Dyersburg, TN","Dyersburg, TN Micro Area",0.87,18.1,18.1,47.62,82.7,10.62,30.58,33.31,19.3,0.01,16.86,0.0812,15.9,771.414303,0.091,0.951,0.756723503,1.581763652,0.780575922
20580,"Eagle Pass, TX","Eagle Pass, TX Micro Area",0.84,11.8,24.5,47.2,87.3,25.05,2.23,48.29,25.7,0.24,10.63,0.1235,8.9,179.267614,0.025,0.996,1.385266885,1.54605182,0.728051971
20660,"Easton, MD","Easton, MD Micro Area",0.74,37.4,10,52.38,87.7,17.62,21.92,50.09,13.7,0.1,32.34,0.1029,9,243.218458,0.181,0.976,0.60557391,0.823770093,0.541631975
20700,"East Stroudsburg, PA","East Stroudsburg, PA Metro Area",0.79,24,11.1,41.12,90,21.21,21.46,67.42,11.8,0.09,32.27,0.0599,10.9,234.886883,0.009,0.974,0.921255917,1.113270198,0.803973262
20740,"Eau Claire, WI","Eau Claire, WI Metro Area",0.87,26.2,13,42.27,82.6,14.21,6.65,37.87,10.88,0.08,16.36,0.046,11.0427886,135.436907,0.145,1.006,0.551192613,0.898428861,0.72806452
20780,"Edwards, CO","Edwards, CO Micro Area",0.71,45.1,7.7,43.29,88.3,18.83,13.45,93.67,15.4,0.03,19.96,0.0302,7.1,144.27581,0.226,0.964,0.625506668,0.796073147,0.590702348
20820,"Effingham, IL","Effingham, IL Micro Area",0.87,22.6,11.3,43.96,87.1,8.81,21.59,18.36,11,0.01,39.48,0.0489,9.5,180.764289,0.375,0.956,0.613506401,1.044414667,0.915140099
20900,"El Campo, TX","El Campo, TX Micro Area",0.78,15,17.5,49,91.1,14.11,5.06,20.65,19.9,0.13,20.4,0.0572,15.3,439.152099,0.819,0.936,0.593630127,0.779352198,0.61951847
20940,"El Centro, CA","El Centro, CA Metro Area",0.27,14.3,23.8,47.19,85.8,28.05,4.79,80.86,29,0.17,12.22,0.1709,15,366.25348,0.143,0.972,0.601533514,1.106308036,0.656300705
20980,"El Dorado, AR","El Dorado, AR Micro Area",0.88,20.1,20.1,47.94,88.4,16.81,10.08,63.84,23,0.04,61.69,0.0901,20.5,583.010477,0.289,0.999,0.625354332,1.211429463,0.608810693
21020,"Elizabeth City, NC","Elizabeth City, NC Micro Area",0.79,19.8,16.7,44.46,88.5,19.69,16.97,50.09,20.38,0.14,10.19,0.0786,17.3476849,280.415812,0.091,1.001,0.727427306,1.069414144,0.925582226
21060,"Elizabethtown-Fort Knox, KY","Elizabethtown-Fort Knox, KY Metro Area",0.7,21.2,14.1,42.34,78.7,13.02,18.32,42.54,18.92,0.03,18.94,0.0936,13.8091411,133.439888,0.112,0.965,1.087545325,1.282557456,0.95473295
21120,"Elk City, OK","Elk City, OK Micro Area",0.77,16.7,12.6,45.17,86,7.56,14.17,58.03,21.1,0.47,28.43,0.0785,15.3,176.762951,0.337,0.957,0.551719766,0.908407625,0.737192355
21140,"Elkhart-Goshen, IN","Elkhart-Goshen, IN Metro Area",0.65,18.7,13.8,41.64,88,13.78,54.89,10.72,15,0.01,26.68,0.0329,11.3,357.314779,0.194,0.962,0.63721059,1.205774448,0.634045726
21180,"Elkins, WV","Elkins, WV Micro Area",0.83,17.7,18.3,50.1,89.1,11.8,24.16,63.1,22.1,0.02,29,0.0645,13.3,474.305202,0.609,0.949,0.673864434,1.712343307,0.633668521
21220,"Elko, NV","Elko, NV Micro Area",0.94,17.5,11.4,39.04,83.7,9.83,7.05,91.67,17.49,0.1,27.21,0.0743,8.84722761,401.39319,0.949,0.897,0.837046433,1.052871259,0.662707484
21260,"Ellensburg, WA","Ellensburg, WA Micro Area",0.83,35,19.6,44.74,71.7,22.94,2.74,71.69,13.2,0.09,21.75,0.0486,16,110.404779,0,0.954,0.918321933,0.894269651,0.630798624
21300,"Elmira, NY","Elmira, NY Metro Area",0.89,25.1,15.8,45,86.9,13.83,24.76,53.99,19.3,0.05,9.42,0.0666,12.8,192.9474,0.051,0.981,0.522560903,1.490591183,0.637272444
21340,"El Paso, TX","El Paso, TX Metro Area",0.5,22.1,21.8,46.24,85.5,18.61,1.04,93.14,25.79,0.55,12.92,0.0557,8.51982723,362.738248,0.369,0.958,0.816373113,1.026592776,0.684692212
21380,"Emporia, KS","Emporia, KS Micro Area",0.93,27.1,18.6,46.18,76,14.54,16.82,32.94,12.7,0.03,36.29,0.0657,13.9,175.003424,0.202,0.99,0.86730917,0.830728333,0.667936369
21420,"Enid, OK","Enid, OK Metro Area",0.77,22.5,13.6,43.15,82.2,11.11,15.59,30.69,14.3,0.28,37.27,0.0495,13.7,342.952872,0.125,0.939,0.800103088,0.936710187,0.659802404
21460,"Enterprise, AL","Enterprise, AL Micro Area",0.82,22.7,16.1,44.86,83.3,12.21,6.02,60.8,18.4,0.09,13.41,0.0619,14.7,276.208044,0.129,0.937,0.756392854,0.866530049,0.812226716
21500,"Erie, PA","Erie, PA Metro Area",0.71,27.4,16.8,45.82,84.6,14.67,30.13,23.4,16.3,0.04,11.42,0.0707,14.5,224.844611,0.1,0.965,0.624962296,0.962836225,0.580546114
21540,"Escanaba, MI","Escanaba, MI Micro Area",0.78,20.7,14.4,43.81,88.5,13.87,22.56,67.71,14.8,0,12.73,0.0754,13,187.358114,0.133,0.958,NA,1.267445573,0.74340384
21580,"Espanola, NM","Espanola, NM Micro Area",0.8,18.5,26.4,52.44,95.2,16.31,4.04,93.5,24,0.38,13.8,0.095,12,602.158155,0.687,1.028,1.049860042,1.490304532,0.816634786
21660,"Eugene, OR","Eugene, OR Metro Area",0.7,29.6,18.8,46.91,78.8,21.81,17.22,67.46,14.2,0.07,28.83,0.0871,15.4,330.471652,0.192,0.976,0.842419586,1.145866497,0.715296106
21700,"Eureka-Arcata-Fortuna, CA","Eureka-Arcata-Fortuna, CA Micro Area",0.81,29.4,20.8,46.82,80.2,25.85,58.84,80.56,12,0.07,8.21,0.0946,17.1,432.135795,0.208,0.984,0.753984367,0.918898765,0.701835529
21740,"Evanston, WY","Evanston, WY Micro Area",0.88,17.4,14.9,43.36,83.8,11.13,3.65,84.48,13.5,0.06,34.28,0.0639,14.1,71.0065174,0.34,NA,0.807162715,2.139016501,0.681479821
21780,"Evansville, IN-KY","Evansville, IN-KY Metro Area",0.51,24.9,15.4,46.27,85.4,13.39,26.79,18.36,18.2,0.03,23.46,0.0549,14.1072294,329.796337,0.234,0.963,0.651929026,1.295172909,0.793107312
21840,"Fairfield, IA","Fairfield, IA Micro Area",0.76,33.4,15.2,49.24,84.1,14.17,7.16,6.93,11.1,0.02,20.68,0.0659,13.6,83.9946707,0.123,NA,0.938113566,0.991640284,0.902642096
21900,"Fairmont, WV","Fairmont, WV Micro Area",0.81,22,16.1,43.83,86.4,10.39,38.45,63.23,17.6,0.02,17.51,0.0595,13.2,296.11363,0.147,0.949,0.645560815,1.392398025,0.983712191
21980,"Fallon, NV","Fallon, NV Micro Area",0.77,18.3,13.8,41.81,79.1,15.88,2.32,92.77,13.6,0.12,20.95,0.1172,14.1,211.302619,0.121,0.943,0.645400481,0.706277761,0.642850311
22020,"Fargo, ND-MN","Fargo, ND-MN Metro Area",0.86,37,11.5,45.22,78.9,13.04,15.74,11.23,10.43,0.17,13.8,0.0298,9.05802963,263.562363,0.117,0.989,0.658979665,1.000985729,0.660724206
22060,"Faribault-Northfield, MN","Faribault-Northfield, MN Micro Area",0.9,26.8,11.5,42.85,85.5,13.6,14.31,14.37,10.8,0.08,55.54,0.0434,8.6,153.551157,0.023,0.98,0.458471901,0.788522712,0.656603075
22100,"Farmington, MO","Farmington, MO Micro Area",0.85,13.3,15.4,41.96,81.5,14.98,7.1,48.92,25.5,0.02,14.19,0.0728,15.3,293.783952,0.144,1.011,0.430833749,1.127160408,0.776749935
22140,"Farmington, NM","Farmington, NM Metro Area",0.7,14.6,20.8,45.35,88.5,17.46,0.78,94.65,16.7,0.21,106.98,0.0993,20.9,744.355203,0.29,0.984,1.063361701,1.085082894,0.709771216
22180,"Fayetteville, NC","Fayetteville, NC Metro Area",0.78,23.4,18.7,44.15,79.7,16.55,8.08,55.44,18.05,0.12,10.3,0.1144,18.9440173,489.008477,0.052,0.965,0.818011083,1.036504054,0.763444327
22220,"Fayetteville-Springdale-Rogers, AR-MO","Fayetteville-Springdale-Rogers, AR-MO Metro Area",0.84,30.2,14.3,47.18,83.2,14.18,9.18,59.85,15.45,0.03,22.61,0.0439,12.5142404,362.781407,0.306,0.969,0.839363047,1.298532038,0.649834716
22260,"Fergus Falls, MN","Fergus Falls, MN Micro Area",0.9,24.7,9.4,43.08,89,11.88,14.11,32.29,12.2,0.12,23.17,0.0404,8.7,98.7141187,0.314,0.975,0.436762183,0.64800893,0.692423504
22280,"Fernley, NV","Fernley, NV Micro Area",0.75,14.7,13.7,39.35,83,17.49,1.25,92.77,16.1,0.15,33.06,0.1182,13.5,270.071669,0.217,0.954,1.042777424,1.412663801,0.729647105
22300,"Findlay, OH","Findlay, OH Micro Area",0.77,27.1,12.1,43.4,82.6,11.24,73.62,5.37,8.3,0.03,9.23,0.0548,11.8,152.806547,0.067,0.95,0.979198012,1.234221439,0.806198387
22340,"Fitzgerald, GA","Fitzgerald, GA Micro Area",0.75,10.2,30.4,45.65,90.9,19.88,18.62,60.8,27.6,0.11,14.02,0.0777,22.7,361.248889,0.038,0.945,0.653477648,NA,0.596893176
22380,"Flagstaff, AZ","Flagstaff, AZ Metro Area",0.73,35.4,21,48.03,77.4,25.38,1.36,94.76,12.8,0.19,17.3,0.0824,19.1,357.253136,0.389,0.997,0.830288003,0.904709086,0.716958229
22420,"Flint, MI","Flint, MI Metro Area",0.78,20.4,20,46.43,86,17.53,90.48,7.78,18.7,0.07,13.1,0.1199,16.8,653.199055,0.019,0.967,0.709715058,1.642991659,0.836019079
22500,"Florence, SC","Florence, SC Metro Area",0.82,21,20.6,47.8,87.6,14.5,6.74,55.44,20.46,0.13,16.93,0.1213,17.4248364,598.032731,0.126,0.975,0.675488787,1.456460146,0.74844763
22520,"Florence-Muscle Shoals, AL","Florence-Muscle Shoals, AL Metro Area",0.9,21.1,16.5,45.26,85.2,13.42,9.54,51.67,21.66,0.01,22.95,0.076,15.1741305,317.308483,0.276,0.941,0.791740948,1.326846012,0.740726165
22540,"Fond du Lac, WI","Fond du Lac, WI Metro Area",0.87,22.9,8.5,41.18,88.1,12.41,14.7,6.28,11.6,0.05,16.96,0.0464,8.7,191.442989,0.15,0.982,0.646872481,1.38870898,0.696190069
22580,"Forest City, NC","Forest City, NC Micro Area",0.79,17.3,19.6,45.29,89.9,14.44,14.88,63.95,24,0.08,11.02,0.1011,15.6,195.99653,0.957,0.981,0.648141996,0.850802568,0.872098746
22620,"Forrest City, AR","Forrest City, AR Micro Area",0.88,9.5,27.5,46.49,84.9,14.37,4.68,33.31,18.3,0.01,33.11,0.11,25,776.787754,0.378,1.014,0.719730902,2.08690426,0.781652211
22660,"Fort Collins, CO","Fort Collins, CO Metro Area",0.54,45.9,12.4,45.03,78.8,17.26,8.79,71.42,10.3,0.12,12.71,0.0601,12.4,201.128251,0.109,0.969,0.723500054,1.056170078,0.72375352
22700,"Fort Dodge, IA","Fort Dodge, IA Micro Area",0.76,20.4,16.2,45.71,83.5,11.51,7.16,3.64,13.9,0.08,95.53,0.0659,13.4,469.031707,0.069,0.997,0.668922177,1.795006419,0.691373736
22780,"Fort Leonard Wood, MO","Fort Leonard Wood, MO Micro Area",0.85,25.8,12.8,38.08,61,15.23,10.04,48.92,22.2,0.01,17.57,0.1083,16.1,268.233372,0.859,0.946,0.97200163,1.10755389,0.968007023
22800,"Fort Madison-Keokuk, IA-IL-MO","Fort Madison-Keokuk, IA-IL-MO Micro Area",0.78,16.7,14.6,41.06,89.9,10.04,7.97,14.29,16.16,0,23.17,0.0715,13.0963905,316.298321,0.471,0.966,0.824314156,1.372419634,1.053307503
22820,"Fort Morgan, CO","Fort Morgan, CO Micro Area",0.71,17.2,9.3,39.96,82,14.59,14.42,41.17,23.6,0.18,23.01,0.0548,8.1,202.828737,0.135,0.982,0.890007242,0.656302133,0.663239602
22860,"Fort Polk South, LA","Fort Polk South, LA Micro Area",0.71,17.7,16.9,43.38,79.1,10.65,11.48,63.84,22.1,0.01,11.67,0.0823,13.4,291.905593,0.328,0.94,0.87996304,1.231652946,0.873899283
22900,"Fort Smith, AR-OK","Fort Smith, AR-OK Metro Area",0.88,16.5,21.5,46.52,84.9,15.28,6.37,60.18,20.98,0.04,18.87,0.0668,16.3556153,467.376323,0.309,0.979,0.703900321,0.93029207,0.630586096
23060,"Fort Wayne, IN","Fort Wayne, IN Metro Area",0.62,26.2,14.1,44.09,85,11.34,54.55,7.15,13.03,0.01,19.57,0.0665,13.5336694,255.028234,0.261,0.963,0.655045679,1.014318648,0.68168886
23140,"Frankfort, IN","Frankfort, IN Micro Area",0.79,15.7,13.3,39.45,87.7,11.72,32.69,5.91,15.1,0.01,23.01,0.0602,10,107.2074,0.292,0.975,0.749040017,1.592327877,0.618489051
