GEOID,ME,MELSAD,z_AQI,z_Education,z_Poverty,z_Gini,z_Stability,z_SevHous,z_PoorH2OQual,z_AvgLandCOver,z_PoorHealth,z_Water,z_Black,z_Asian,z_Hispanic,z_GHG,z_Unemploy,z_Food,z_Crime,z_Female
15220,"Brownwood, TX","Brownwood, TX Micro Area",-0.05,-0.59,-0.21,0.85,1.44,-1.04,-0.77,-0.04,0.99,0.77,0.889496112,-0.143566130,-0.296605438,0.42,-1.28,0.78,0.03,0.426741714
15260,"Brunswick, GA","Brunswick, GA Metro Area",0.88,0.09,0.28,1.33,-0.43,0.34,-0.10,0.21,-0.08,-0.27,-0.351467873,-0.649855099,0.178172441,-0.26,0.23,0.36,0.47,-0.346521198
15340,"Bucyrus, OH","Bucyrus, OH Micro Area",-0.13,-0.94,-0.24,0.02,0.32,-0.63,2.99,-1.58,-0.47,-0.49,0.228302391,2.479776267,0.491811570,0.15,0.02,0.10,-0.92,-0.500352933
15380,"Buffalo-Cheektowaga-Niagara Falls, NY","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",-0.52,0.93,-0.48,0.23,0.76,-0.13,1.34,-0.14,-0.53,-0.71,-0.300507407,-0.133495570,0.012373578,-1.03,-0.47,-0.38,0.62,-0.544536834
15420,"Burley, ID","Burley, ID Micro Area",0.77,-0.77,-0.24,-1.33,0.11,-0.92,-0.54,1.43,0.37,-0.35,NA,-0.396096977,-0.501253004,0.41,-1.09,-1.18,-0.72,-1.054565684
15460,"Burlington, IA-IL","Burlington, IA-IL Micro Area",-0.20,-0.46,-0.47,-0.39,-0.45,-0.90,-0.55,-1.38,-0.58,-0.81,-0.873667824,-0.389459708,0.505975220,0.32,-0.61,-0.11,0.74,-0.268881773
15500,"Burlington, NC","Burlington, NC Metro Area",0.65,0.00,-0.03,0.14,0.25,0.38,-0.48,0.40,0.51,-0.15,0.142373009,-0.410665270,-0.891531821,-0.32,-0.25,0.20,0.41,0.592027052
15540,"Burlington-South Burlington, VT","Burlington-South Burlington, VT Metro Area",0.78,2.34,-1.11,-0.20,-0.50,0.34,0.32,0.37,-1.40,-0.60,0.277053329,-1.103402332,1.270053118,-0.70,-1.07,-0.70,-0.99,0.582876609
15580,"Butte-Silver Bow, MT","Butte-Silver Bow, MT Micro Area",-0.17,0.34,0.21,0.90,-0.52,0.60,-0.35,1.68,-0.10,0.14,1.696149625,-0.266398060,0.027520222,-0.16,-0.20,-0.01,0.06,1.184093692
15620,"Cadillac, MI","Cadillac, MI Micro Area",0.67,-0.76,-0.14,-1.18,0.30,-0.24,2.34,0.89,0.12,0.01,-0.868482691,0.886554440,-0.405402790,-0.31,0.16,-0.28,0.25,-0.008240839
15660,"Calhoun, GA","Calhoun, GA Micro Area",-0.24,-1.06,0.15,-0.52,0.44,0.16,-0.54,0.64,0.36,-0.66,0.482210477,-0.695119352,0.219264899,1.07,0.30,-0.59,-0.19,-1.458893552
15680,"California-Lexington Park, MD","California-Lexington Park, MD Metro Area",-0.33,0.85,-1.44,-1.80,0.25,-0.82,0.45,0.40,-0.79,0.29,-0.366305642,0.185412567,0.676116609,-0.99,0.05,-1.57,-0.48,-2.315114850
15700,"Cambridge, MD","Cambridge, MD Micro Area",0.03,-0.33,-0.36,0.51,0.51,0.87,0.63,0.19,-0.01,0.15,-0.332582116,-0.093672995,-0.336754510,-0.65,-1.18,0.15,0.82,0.998649944
15740,"Cambridge, OH","Cambridge, OH Micro Area",-0.13,-1.04,0.35,-0.55,0.65,-0.96,2.09,0.19,-0.20,-0.66,-2.435105064,2.323781300,0.103268692,1.07,0.92,0.50,-1.70,-0.600526608
15780,"Camden, AR","Camden, AR Micro Area",0.65,-0.93,1.06,0.57,1.30,-0.19,-0.61,0.74,1.19,-0.62,-0.031642497,-0.614497538,0.787318081,-0.34,0.64,2.22,1.31,-1.037112542
15820,"Campbellsville, KY","Campbellsville, KY Micro Area",-0.06,-0.47,0.79,0.14,-1.81,-0.17,-0.04,-0.11,0.96,-0.51,1.669368245,1.289236361,0.347268988,0.20,0.03,0.86,-0.81,-0.512471137
15860,"Canon City, CO","Canon City, CO Micro Area",1.46,-0.67,-0.30,-0.49,-0.15,-0.13,-0.45,1.77,-0.70,0.26,-1.094462481,-0.786362160,-0.986200543,-0.56,0.45,0.07,-0.46,2.674510946
15900,"Canton, IL","Canton, IL Micro Area",0.32,-0.60,-0.35,-0.99,0.27,-1.27,-0.51,-1.08,-0.44,-0.84,-0.691111142,-0.410320262,-0.753922818,0.00,0.08,-0.37,-1.07,1.114095900
15940,"Canton-Massillon, OH","Canton-Massillon, OH Metro Area",-0.48,-0.11,-0.57,-0.43,0.48,-0.66,2.44,-0.47,-0.14,-0.56,-0.499478386,0.834196262,0.570901798,0.25,-0.03,0.10,-0.02,-0.731315570
15980,"Cape Coral-Fort Myers, FL","Cape Coral-Fort Myers, FL Metro Area",0.66,0.49,-0.44,0.78,-0.22,0.79,-0.08,0.35,-0.55,2.51,-0.336195982,-0.674788544,-0.381603092,-0.71,0.33,-0.29,0.22,0.107741300
16020,"Cape Girardeau, MO-IL","Cape Girardeau, MO-IL Metro Area",0.44,0.30,0.19,0.17,-0.73,-0.32,-0.41,-0.40,-0.44,-0.67,-0.430985845,-0.023560991,1.550747355,0.37,-0.58,0.53,0.70,-0.953876231
16060,"Carbondale-Marion, IL","Carbondale-Marion, IL Metro Area",0.32,0.61,0.47,1.06,-0.69,0.08,-0.32,-0.60,1.02,-0.68,0.202117184,0.656086401,0.844364140,0.76,0.25,0.38,-0.44,0.089839882
16100,"Carlsbad-Artesia, NM","Carlsbad-Artesia, NM Micro Area",-0.38,-0.77,-0.48,-1.03,0.44,-0.34,-0.90,1.31,0.81,3.82,2.505430965,-0.685123456,-0.054104815,0.82,-0.77,-0.18,1.43,-1.404277309
16180,"Carson City, NV","Carson City, NV Metro Area",-0.26,-0.15,-0.47,-0.13,-1.30,0.97,-0.68,1.92,0.23,0.43,0.024087193,0.279878397,-0.402268134,-0.85,0.69,-0.23,-0.10,0.500984444
16220,"Casper, WY","Casper, WY Metro Area",0.58,-0.02,-1.19,-0.74,-0.20,-1.21,-0.87,1.47,-0.40,0.39,-0.776499450,-0.594906414,0.118267056,-0.12,-1.01,-0.04,-0.63,-0.615309915
16260,"Cedar City, UT","Cedar City, UT Micro Area",-1.42,0.66,0.46,-0.52,-1.27,0.00,-0.89,1.83,-1.03,0.16,-1.276956073,-0.209317233,-0.162940473,-0.48,0.18,0.94,-0.17,-1.286182785
16300,"Cedar Rapids, IA","Cedar Rapids, IA Metro Area",-0.59,0.82,-1.26,-0.91,0.25,-1.23,-0.55,-1.67,-0.98,-0.64,-0.580289890,-0.098745854,-0.007973497,0.45,-1.25,-0.80,-0.67,-0.317438813
16340,"Cedartown, GA","Cedartown, GA Micro Area",-0.24,-1.17,0.18,0.95,0.46,0.38,-0.54,0.29,1.63,-0.66,0.906155402,0.939556270,-0.441726460,-0.69,0.42,-0.26,1.44,0.192340743
16380,"Celina, OH","Celina, OH Micro Area",-0.13,-0.73,-1.56,-1.47,0.93,-1.69,1.48,-1.58,1.12,-0.84,1.365054142,1.905704251,-1.260440326,-0.13,-1.07,-1.11,-1.25,0.132066727
16460,"Centralia, IL","Centralia, IL Micro Area",0.32,-0.89,0.00,-0.92,0.23,-0.49,-0.06,-1.08,0.49,-0.78,1.032049934,1.341982848,-0.788201872,-0.72,0.55,-0.18,0.21,1.379085570
16500,"Centralia, WA","Centralia, WA Micro Area",0.97,-0.86,-0.27,-1.08,-0.43,0.76,-0.74,1.08,0.08,0.31,-0.467981137,-0.552123125,0.074579639,-0.68,0.78,0.15,-0.64,-0.585205883
16540,"Chambersburg-Waynesboro, PA","Chambersburg-Waynesboro, PA Metro Area",1.01,-0.27,-1.11,-1.48,1.05,-1.00,0.04,0.64,-0.40,-0.37,0.408235452,-0.007647518,-0.553977828,0.04,-0.44,-0.80,-0.90,-0.109548671
16580,"Champaign-Urbana, IL","Champaign-Urbana, IL Metro Area",0.16,2.07,0.31,1.38,-1.79,0.84,-0.09,-1.72,-1.28,-0.83,-0.234243992,-0.206509417,1.054925667,0.16,-0.75,0.26,0.79,0.144889817
16620,"Charleston, WV","Charleston, WV Metro Area",0.32,-0.02,-0.02,0.56,0.65,-1.17,0.74,0.71,1.02,-0.60,0.362468935,1.387570301,2.821114258,0.22,-0.29,0.00,1.35,-0.040626155
16660,"Charleston-Mattoon, IL","Charleston-Mattoon, IL Micro Area",0.32,0.12,0.28,1.20,-1.97,-0.32,0.14,-1.40,-1.69,-0.87,0.554416782,0.422915662,2.104874478,-0.01,-0.15,0.16,-0.33,-0.502516357
16700,"Charleston-North Charleston, SC","Charleston-North Charleston, SC Metro Area",0.40,1.28,-0.59,0.53,-0.34,0.59,-0.38,0.34,-0.56,0.99,-0.333813638,-0.756264262,-0.077898837,-0.37,-0.21,-0.33,0.55,-0.205191209
16740,"Charlotte-Concord-Gastonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC Metro Area",-1.36,1.25,-0.66,0.69,-0.20,0.08,-0.41,0.70,-0.10,-0.03,0.057407261,-0.398388540,-0.575761660,-0.58,0.25,-0.05,0.61,-0.243041440
16820,"Charlottesville, VA","Charlottesville, VA Metro Area",0.69,2.27,-0.69,0.58,-0.62,-0.01,0.43,0.09,-1.67,-0.46,-0.406744032,-0.178990637,0.724051664,-0.33,-1.18,-0.84,-0.69,1.185165463
16860,"Chattanooga, TN-GA","Chattanooga, TN-GA Metro Area",-1.02,0.29,-0.47,0.53,0.46,-0.17,-0.36,0.46,0.64,-0.56,-0.097934959,-0.018893017,-0.109606499,0.11,-0.22,-0.14,1.42,-0.396984250
16940,"Cheyenne, WY","Cheyenne, WY Metro Area",0.14,0.66,-1.11,-1.42,-0.78,-1.12,-0.60,0.88,-0.64,0.90,0.363074054,-1.222456396,-0.111190874,0.82,-0.74,-0.78,-0.56,-0.666560050
16980,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",-3.42,1.58,-0.71,0.92,0.51,1.18,0.05,-1.56,-0.25,-0.80,-0.187798748,-0.181886597,-0.546862642,-0.38,0.32,-0.90,0.58,-0.394369650
17020,"Chico, CA","Chico, CA Metro Area",-2.46,0.42,0.40,1.05,-1.01,2.01,-0.65,0.72,0.16,0.24,-0.412835979,-1.032540794,-0.116966633,-0.98,1.16,0.83,0.10,0.215539877
17060,"Chillicothe, OH","Chillicothe, OH Micro Area",-0.13,-0.79,0.06,-0.43,-0.03,-0.34,2.88,-0.69,2.39,-0.71,0.297695513,-0.450945878,0.123153973,-0.46,0.86,0.37,-0.34,0.361279348
17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",-3.00,1.08,-0.69,0.39,-0.10,-0.21,1.25,-0.85,-0.39,-0.71,-0.306053458,0.093281677,0.346914225,-0.31,-0.37,0.03,-0.19,-0.424607974
17200,"Claremont-Lebanon, NH-VT","Claremont-Lebanon, NH-VT Micro Area",0.85,1.32,-1.10,0.05,0.32,-0.03,1.16,1.36,-1.04,-0.51,2.576653061,0.100339649,1.342046283,0.34,-1.14,-1.02,-0.99,1.200897915
17220,"Clarksburg, WV","Clarksburg, WV Micro Area",0.41,-0.20,-0.41,-0.14,0.79,-1.24,0.83,0.71,0.60,-0.67,1.330544378,-0.313194882,0.780853649,0.55,-0.01,-0.38,-0.72,-0.085563934
17260,"Clarksdale, MS","Clarksdale, MS Micro Area",0.89,-0.69,2.75,2.08,0.16,0.44,-0.41,-0.85,1.46,-0.52,0.398421273,-2.103071282,8.450661659,-0.25,5.02,4.71,-1.70,1.770535467
17300,"Clarksville, TN-KY","Clarksville, TN-KY Metro Area",-0.18,0.05,-0.33,-0.84,-1.72,-0.19,-0.14,-0.60,0.58,-0.55,0.419160391,-0.526642552,0.559734356,0.21,0.46,0.42,0.83,-1.026446802
17340,"Clearlake, CA","Clearlake, CA Micro Area",1.29,-0.87,0.74,0.46,-0.92,2.65,0.55,0.98,0.73,0.19,0.763773620,0.935761354,-0.713485022,-0.93,2.26,0.83,1.26,0.531853385
17380,"Cleveland, MS","Cleveland, MS Micro Area",0.89,0.00,2.93,1.95,0.69,1.12,-0.26,-0.85,0.59,-0.51,0.002172412,1.479923603,-0.130490435,-0.27,2.54,4.13,-1.70,0.766186292
17420,"Cleveland, TN","Cleveland, TN Metro Area",-0.18,-0.31,0.01,0.39,-0.15,0.00,-0.32,0.64,0.70,-0.46,0.277341728,0.029861040,-0.339681312,-0.13,0.64,-0.22,1.11,-0.606550976
17460,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",-2.37,0.83,-0.44,0.91,0.25,0.18,2.62,-1.11,-0.47,-0.40,-0.432878409,0.237295062,-0.146181990,-0.05,0.24,0.49,0.76,-0.231717577
17500,"Clewiston, FL","Clewiston, FL Micro Area",0.60,-1.66,1.15,0.66,-0.29,1.70,0.01,0.35,1.18,0.61,0.692085997,2.920000532,-0.166213781,-0.64,0.95,-0.18,1.39,2.643474741
17540,"Clinton, IA","Clinton, IA Micro Area",-2.28,-0.43,-0.71,-0.66,0.55,-1.07,-0.57,-1.37,-0.12,-0.79,-1.487969066,-0.028440688,0.514844961,0.59,-1.12,-0.31,0.97,-0.051199209
17580,"Clovis, NM","Clovis, NM Micro Area",0.13,-0.35,0.70,0.38,-2.19,0.42,-0.86,0.72,0.55,3.96,-0.040476486,-0.286521992,-0.242052944,-0.31,0.50,1.05,0.55,-0.950729805
17660,"Coeur d'Alene, ID","Coeur d'Alene, ID Metro Area",0.57,0.18,-0.78,-0.52,-0.41,0.31,-0.11,0.27,-0.70,-0.01,-1.810286312,-0.584483685,0.568342906,-0.61,-0.17,0.01,-0.29,-0.941977207
17700,"Coffeyville, KS","Coffeyville, KS Micro Area",1.04,-0.49,-0.05,-0.75,-0.24,0.02,-0.05,-0.44,0.31,-0.22,-0.669765153,0.666111393,-0.329744830,0.22,-0.07,0.70,1.47,-0.706605871
17740,"Coldwater, MI","Coldwater, MI Micro Area",-0.04,-1.02,-0.29,-1.64,0.62,-0.10,3.19,-1.48,1.01,-0.47,-1.508233213,1.668922900,0.334454043,-0.40,-0.76,-0.45,-0.17,-0.088313609
17780,"College Station-Bryan, TX","College Station-Bryan, TX Metro Area",-0.05,1.42,0.98,1.72,-3.03,2.69,-0.58,-0.79,-1.04,-0.24,-0.308316812,0.127073006,-0.148432505,-0.35,-0.63,1.85,0.02,-0.070285950
17820,"Colorado Springs, CO","Colorado Springs, CO Metro Area",-0.72,1.63,-1.02,-0.72,-1.74,0.14,-0.28,1.77,-0.86,-0.30,0.265313499,-0.838666761,-0.243061042,-0.68,-0.08,-0.44,0.47,-0.568768796
17860,"Columbia, MO","Columbia, MO Metro Area",0.76,2.63,0.13,0.69,-2.12,0.66,-0.63,-1.24,-1.05,-0.68,-0.369480865,-0.432615069,0.859166615,-0.40,-1.11,0.61,0.30,0.033003025
17900,"Columbia, SC","Columbia, SC Metro Area",-0.60,1.03,-0.33,0.12,-0.57,0.01,-0.48,0.51,-0.33,0.27,0.198213693,-0.450841210,0.009993264,0.18,0.14,0.03,1.50,0.185222602
17980,"Columbus, GA-AL","Columbus, GA-AL Metro Area",-0.73,0.13,0.29,1.07,-1.53,0.50,-0.55,0.51,0.14,-0.35,0.205193212,0.182529153,0.941491155,-0.33,0.87,1.38,0.91,-0.643929318
18020,"Columbus, IN","Columbus, IN Metro Area",-0.12,0.95,-0.81,-0.74,0.13,-1.00,1.41,-0.85,-0.31,-0.80,0.971361736,0.918474565,-0.707112694,0.34,-0.89,-0.70,-1.18,-2.017339011
18060,"Columbus, MS","Columbus, MS Micro Area",-0.18,0.08,0.49,0.10,-0.06,0.30,-0.63,0.62,0.73,-0.52,-0.311266981,0.580456949,2.279938361,1.24,1.44,1.92,-1.70,-0.831036731
18100,"Columbus, NE","Columbus, NE Micro Area",1.03,-0.16,-1.38,-1.18,0.53,-0.78,-0.60,-1.13,-0.70,0.72,-0.967696791,0.531909424,-0.425695129,0.48,-1.12,-1.38,-1.14,-0.933689488
18140,"Columbus, OH","Columbus, OH Metro Area",-0.86,1.42,-0.57,0.11,-0.52,-0.12,2.28,-0.84,-0.40,-0.71,-0.191941929,-0.072267600,-0.019825917,-0.24,-0.61,0.24,-0.02,-0.196251819
18180,"Concord, NH","Concord, NH Micro Area",1.16,1.40,-1.51,-1.10,0.51,-0.10,1.50,0.44,-1.11,-0.46,0.458710097,-0.663829366,1.284943267,-0.71,-1.03,-1.35,-0.83,0.327015552
18220,"Connersville, IN","Connersville, IN Micro Area",0.01,-1.36,0.06,-0.47,0.11,0.13,1.84,-0.85,1.94,-0.85,-1.031183303,2.706155725,0.401244943,-0.53,0.58,0.45,-1.70,0.168767928
18260,"Cookeville, TN","Cookeville, TN Micro Area",0.65,-0.30,0.68,1.54,0.55,0.12,-0.22,0.31,0.68,-0.52,-0.108951785,1.507812435,1.484204746,-0.05,0.09,0.21,0.16,-0.169170110
18300,"Coos Bay, OR","Coos Bay, OR Micro Area",0.13,-0.50,0.01,1.18,-0.20,0.74,0.04,1.41,0.21,-0.70,-1.106877466,-0.167292462,0.074785537,-0.84,1.16,0.45,-0.76,-0.389892852
18380,"Cordele, GA","Cordele, GA Micro Area",-0.24,-1.07,2.00,3.50,-0.78,1.56,-0.26,0.62,2.26,-0.03,-0.884439919,1.070757582,1.010766716,0.18,2.35,2.41,-0.11,0.936142029
18420,"Corinth, MS","Corinth, MS Micro Area",0.89,-0.81,0.26,-0.23,0.30,-0.08,-0.07,0.62,1.68,-0.85,-0.150218326,-1.103255372,0.827177854,-0.20,0.05,0.37,-1.70,1.254046297
18460,"Cornelia, GA","Cornelia, GA Micro Area",-0.24,-0.52,-0.09,-0.59,1.35,0.45,-0.42,0.74,0.12,-0.29,-0.159713564,-0.640578411,-0.715806441,-0.12,-0.14,-1.05,-0.70,-2.288988837
18500,"Corning, NY","Corning, NY Micro Area",1.07,-0.04,-0.50,-0.06,0.67,-0.58,0.55,0.34,-0.25,-0.52,1.047488410,1.985653262,3.629535474,-0.45,0.00,-0.56,-0.72,-0.092774336
18580,"Corpus Christi, TX","Corpus Christi, TX Metro Area",-0.18,-0.36,-0.20,0.35,-0.71,0.52,-0.86,-0.44,0.43,0.61,0.330270997,0.201040623,0.247530030,0.56,-0.55,-0.73,1.75,-0.691994245
18620,"Corsicana, TX","Corsicana, TX Micro Area",-0.19,-0.84,0.15,-0.09,0.06,0.40,-0.72,-0.79,1.29,-0.37,0.014061417,0.499189391,-0.322723461,0.64,1.03,1.08,0.25,1.073863231
18660,"Cortland, NY","Cortland, NY Micro Area",0.73,0.35,-0.47,-0.71,0.18,-0.08,0.31,0.34,0.16,-0.38,-0.811105229,-0.339458606,0.440615444,-0.78,-0.90,-0.59,-1.21,1.707150935
18700,"Corvallis, OR","Corvallis, OR Metro Area",0.90,3.53,0.43,1.05,-2.44,1.82,0.02,0.38,-0.96,-0.07,0.652936145,-0.447211210,0.048841844,-0.29,0.09,0.40,-1.00,-0.876047723
18740,"Coshocton, OH","Coshocton, OH Micro Area",-0.13,-1.18,-0.42,-1.51,0.37,-0.78,2.73,-0.47,-0.01,-0.66,3.741258790,-0.204314358,6.737113117,0.96,-0.44,0.01,-1.12,-2.543751949
18780,"Craig, CO","Craig, CO Micro Area",0.65,-0.66,-1.16,-1.02,-1.67,-0.08,-0.79,1.71,-0.07,-0.76,NA,NA,-0.786586989,-0.02,-1.13,-0.75,-0.83,-1.603407364
18860,"Crescent City, CA","Crescent City, CA Micro Area",1.19,-0.98,0.80,0.86,-0.71,2.02,1.41,1.41,-0.10,-0.59,-1.030278161,-0.138643704,-1.419610056,-0.93,1.06,0.78,1.66,NA
18880,"Crestview-Fort Walton Beach-Destin, FL","Crestview-Fort Walton Beach-Destin, FL Metro Area",1.16,0.69,-0.75,-0.26,-0.92,0.46,-0.63,0.41,0.39,0.39,0.008892524,-0.850604304,0.278502899,-0.58,-0.35,0.15,0.43,-0.332338186
18900,"Crossville, TN","Crossville, TN Micro Area",-0.18,-0.50,-0.27,-0.68,-0.34,-1.04,-0.08,0.74,0.92,-0.48,4.354496285,2.391452846,2.317865070,-0.35,0.46,-0.48,-0.06,-1.533437454
18980,"Cullman, AL","Cullman, AL Micro Area",0.24,-0.92,-0.21,-0.22,1.65,-0.44,-0.58,0.74,0.92,-0.78,-0.582438314,1.260492197,-1.481278340,0.24,-0.56,-0.53,-0.99,-1.132946318
19000,"Cullowhee, NC","Cullowhee, NC Micro Area",-0.15,0.87,0.56,-0.06,-0.57,0.55,-0.12,1.09,0.90,-0.34,-0.538816265,-1.210534325,-1.074111010,-0.32,-0.91,0.40,-0.52,0.696721761
19060,"Cumberland, MD-WV","Cumberland, MD-WV Metro Area",-0.33,-0.71,-0.24,-0.66,0.53,-0.50,0.26,0.71,0.06,-0.63,-1.022302984,2.298725505,0.694175897,-0.33,0.52,-0.25,-0.09,0.811469913
19100,"Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area",-2.06,1.23,-0.68,0.51,-0.36,0.62,-0.64,-0.36,-0.31,-0.21,0.220115365,-0.255458804,-0.658959531,-0.32,-0.60,0.66,0.20,-0.500058781
19140,"Dalton, GA","Dalton, GA Metro Area",0.69,-1.12,0.16,0.06,1.00,0.44,-0.32,0.64,1.61,-0.54,0.860987960,0.409027587,-0.473318380,0.95,0.68,-1.28,0.03,-0.160006595
19180,"Danville, IL","Danville, IL Metro Area",0.32,-0.95,0.29,-0.55,0.51,-0.83,0.23,-1.40,0.34,-0.81,-0.718785993,1.424308085,-0.459668112,-0.19,0.80,0.37,2.19,0.700131895
19220,"Danville, KY","Danville, KY Micro Area",-0.06,-0.63,0.24,0.10,-0.59,-0.58,-0.13,-0.11,1.11,-0.59,0.312096189,1.462350214,2.169165412,-0.18,0.08,0.39,-1.17,-0.857950219
19260,"Danville, VA","Danville, VA Micro Area",0.36,-0.79,-0.06,-0.18,0.65,-0.23,-0.48,0.40,0.80,-0.18,0.011778689,0.552471003,0.189448419,-0.09,0.40,0.45,-0.05,0.691009947
19300,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL Metro Area",0.58,0.89,-0.90,0.22,0.74,-0.39,-0.58,0.41,-0.70,0.08,-0.521209644,-0.894409790,0.171513586,-0.24,-0.48,-0.45,-0.58,-0.704596788
19340,"Davenport-Moline-Rock Island, IA-IL","Davenport-Moline-Rock Island, IA-IL Metro Area",-2.97,0.41,-0.71,-0.45,0.65,-0.78,-0.54,-1.49,-1.05,-0.85,-0.212027372,-0.070288254,-0.132169855,0.03,-0.56,-0.56,0.37,-1.010649259
19380,"Dayton, OH","Dayton, OH Metro Area",-1.31,0.63,-0.32,0.10,-0.64,0.06,2.86,-1.58,-0.39,-0.80,0.089747385,0.260929625,1.109912349,0.20,0.14,0.54,-0.02,-0.558291488
19420,"Dayton, TN","Dayton, TN Micro Area",-0.18,-1.00,0.61,0.36,-0.41,-0.86,0.10,0.46,1.52,-0.54,1.408471519,-1.394968565,-0.741192271,-0.49,0.17,0.40,-0.16,-1.294744297
19460,"Decatur, AL","Decatur, AL Metro Area",0.40,-0.51,-0.18,-0.10,0.41,-0.66,-0.58,0.31,0.07,-0.80,-0.107897014,0.307862868,-1.092410655,0.70,0.45,-0.12,-0.61,-1.206414922
19500,"Decatur, IL","Decatur, IL Metro Area",-0.49,-0.03,-0.18,0.53,-0.43,-0.63,-0.51,-1.72,0.44,-0.87,-0.672294443,0.650755971,0.922710181,0.90,0.93,0.40,0.45,-1.152119707
19540,"Decatur, IN","Decatur, IN Micro Area",0.01,-0.92,0.16,-0.82,0.37,0.47,1.26,-1.58,-0.59,-0.84,-1.713131789,0.043089289,1.363521055,-0.04,-0.79,-0.37,-1.70,-2.490942318
19580,"Defiance, OH","Defiance, OH Micro Area",-0.13,-0.77,-1.02,-1.96,0.23,-1.12,2.89,-1.60,-0.23,-0.64,0.011562357,0.215270035,-0.294675814,0.64,-0.28,-0.72,-1.02,0.523486587
19620,"Del Rio, TX","Del Rio, TX Micro Area",-0.05,-0.55,0.46,0.32,0.04,0.42,-0.93,1.20,2.63,3.28,2.666843154,0.071446931,0.339388385,-0.83,0.29,-1.49,-0.94,-0.483089684
19660,"Deltona-Daytona Beach-Ormond Beach, FL","Deltona-Daytona Beach-Ormond Beach, FL Metro Area",0.68,-0.02,-0.33,0.02,0.27,0.84,-0.50,0.21,0.66,0.45,0.109770352,-0.272977805,0.265467304,-0.60,0.07,0.27,0.49,0.167127326
19700,"Deming, NM","Deming, NM Micro Area",0.63,-1.01,2.09,0.84,-1.25,0.43,-0.89,1.91,0.75,2.97,-1.063870454,0.698210024,0.182837554,0.28,2.43,1.49,2.17,0.964963298
19740,"Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO Metro Area",-3.88,2.19,-1.14,0.04,-0.69,0.29,-0.36,1.12,-0.69,-0.12,-0.098475926,-0.741492119,-0.771266325,-0.40,-0.82,-0.96,0.29,-0.296026529
19760,"DeRidder, LA","DeRidder, LA Micro Area",-0.56,-0.76,-0.08,0.04,0.16,-0.89,-0.43,0.74,1.14,-0.82,0.085048202,-0.915007136,0.293176032,0.56,-0.21,-0.34,-1.10,-1.609779083
19780,"Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA Metro Area",0.03,1.51,-1.13,-0.31,-0.71,-0.57,-0.59,-1.54,-1.04,-0.24,-0.737671066,-0.881880359,-0.803678856,-0.01,-1.05,-0.81,0.22,-0.163174459
19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",-2.76,0.82,-0.33,0.66,0.39,0.45,2.99,-1.53,-0.42,-0.20,-0.154481129,0.251680601,0.305947747,-0.33,0.61,0.39,1.30,-0.661492644
19860,"Dickinson, ND","Dickinson, ND Micro Area",1.08,0.10,-1.45,-0.23,-0.64,-1.16,-0.47,1.12,-0.64,1.99,0.355430972,-1.396261223,-0.457043099,1.04,-1.61,-2.17,-0.87,-0.165469193
19980,"Dodge City, KS","Dodge City, KS Micro Area",1.45,-0.53,-0.24,-0.84,-0.13,-0.18,-0.32,0.28,-0.07,1.97,-0.313840264,0.353286355,-0.603935160,0.69,-0.15,-2.06,0.32,0.895968088
20020,"Dothan, AL","Dothan, AL Metro Area",0.90,-0.49,0.12,0.55,0.60,-0.70,-0.58,0.62,1.00,0.55,-0.336655267,-0.431758551,0.037037524,-0.26,0.30,0.76,0.73,-0.498700789
20060,"Douglas, GA","Douglas, GA Micro Area",0.91,-1.01,0.91,1.62,1.21,-0.02,-0.02,0.62,0.88,0.09,-0.334907759,0.836545750,-0.228917552,-0.17,-0.12,0.67,0.09,1.472924442
20100,"Dover, DE","Dover, DE Metro Area",0.13,0.06,-0.72,-0.82,0.02,0.22,0.64,0.19,-0.33,0.59,0.877953076,-0.061984240,0.492548509,-0.66,0.14,-0.26,0.77,0.541408458
20140,"Dublin, GA","Dublin, GA Micro Area",-0.24,-0.98,1.27,1.83,0.51,-0.18,-0.30,0.62,0.83,0.18,0.356249944,1.385847105,0.062647159,0.33,-0.37,1.72,0.29,0.077128398
20180,"DuBois, PA","DuBois, PA Micro Area",0.87,-1.01,-0.38,-0.89,0.95,-0.76,-0.39,1.00,0.16,-0.49,-0.232286823,0.274879326,-0.868805201,0.09,0.20,-0.29,-0.23,-0.220823635
20220,"Dubuque, IA","Dubuque, IA Metro Area",-0.20,0.81,-0.89,-0.60,-0.13,-0.70,-0.48,-1.33,-1.26,-0.79,-0.938594554,-0.589000468,-0.450703874,-0.09,-1.35,-0.56,-0.54,-0.381659052
