GEOID,ME,MELSAD,AQI_Good,Bachelor_Over_25,Per_Poverty,Gini,non_migration,Per_Sev_Hous,Xstreamlengthimpaired,Per_Avg_Land_Cov,poor_health_percent,Z_Water_Index,GHG_Percap,UNEMPLOY,FOOD_INS,VIO_CRIME,Broadband % population without access,Female_Inequality,Black_equality,Hispanic_equality,Asian_equality,,,,
30660,"Lincoln, IL","Lincoln, IL Micro Area",0.83,19.80,9.20,39.88,80.40,9.76,9.45,2.23,16.60,0.01,20.76,0.0711,12.2,233.229875,0.38,1.005155376,0.526074777,0.6233344863,1.559757092,,,,
30700,"Lincoln, NE","Lincoln, NE Metro Area",0.90,37.30,13.70,44.52,79.30,14.06,11.95,17.16,9.98,0.14,14.45,0.0433,13.37576459,312.0145475,0.08,0.976504109,0.733037779,0.7619865822,1.068625343,,,,
30780,"Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR Metro Area",0.64,29.70,15.10,46.62,84.90,14.37,6.28,52.25,16.52,0.01,16.23,0.0602,17.15748134,729.9673949,0.12,0.983343454,0.874330146,0.7817288862,1.557880031,,,,
30820,"Lock Haven, PA","Lock Haven, PA Micro Area",0.73,18.00,17.20,41.57,86.70,12.50,11.74,70.36,17.70,0.06,18.64,0.0655,14,154.7267124,0.10,0.959600923,0.929063244,0.9112881918,1.200690111,,,,
30860,"Logan, UT-ID","Logan, UT-ID Metro Area",0.71,35.00,14.90,42.61,80.30,14.50,15.20,90.96,11.27,0.06,11.61,0.0445,14.32479239,62.52462544,0.26,0.943754664,0.947483257,0.6951580377,1.105878979,,,,
30880,"Logan, WV","Logan, WV Micro Area",0.83,8.70,22.50,46.79,89.70,11.71,29.22,76.23,31.30,0.03,35.59,0.1231,16.1,557.7201031,0.61,0.98710841,1.051136682,1.0572136000,2.750016021,,,,
30900,"Logansport, IN","Logansport, IN Micro Area",0.79,13.40,13.90,42.85,86.20,12.54,25.02,8.31,17.00,0.01,18.97,0.0758,11,70.38581856,0.27,0.982050886,1.508554927,0.6998972678,1.175187065,,,,
30940,"London, KY","London, KY Micro Area",0.78,14.10,27.20,48.83,88.10,14.41,14.96,70.01,28.34,0.05,17.66,0.1064,17.45126905,86.59087324,0.14,0.982574551,0.875067002,0.7840968822,2.414393430,,,,
30980,"Longview, TX","Longview, TX Metro Area",0.89,18.50,16.50,45.57,80.90,15.59,7.60,63.84,14.65,0.03,32.44,0.0614,20.35858259,406.549186,0.51,0.956144894,0.814788895,0.7098542536,1.506386951,,,,
31020,"Longview, WA","Longview, WA Metro Area",0.92,16.10,16.90,43.64,81.40,17.98,3.33,62.43,18.10,0.13,25.40,0.0966,14.8,259.3813633,0.04,0.947978703,1.273794340,0.6864450445,1.344239581,,,,
31060,"Los Alamos, NM","Los Alamos, NM Micro Area",1.00,65.50,5.10,38.03,89.10,9.46,4.92,94.60,8.60,0.49,9.78,0.0264,14,178.1170484,0.02,NA,1.734744224,0.9487191390,1.666897008,,,,
31080,"Los Angeles-Long Beach-Aheim, CA","Los Angeles-Long Beach-Aheim, CA Metro Area",0.08,33.10,15.80,49.70,88.20,32.37,3.72,76.69,20.53,0.18,8.20,0.0839,10.96995956,422.7020388,0.01,0.973521818,0.954571112,0.7155794183,1.387625929,,,,
31140,"Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN Metro Area",0.47,28.00,13.20,46.32,86.20,13.97,33.02,24.23,16.89,0.03,17.22,0.0686,13.95141045,428.1821237,0.20,0.976375611,0.857647357,0.9338738209,1.578378523,,,,
31180,"Lubbock, TX","Lubbock, TX Metro Area",0.77,28.10,18.80,48.26,75.30,18.65,2.35,63.27,17.23,0.56,18.25,0.0553,16.04975251,835.1669941,0.26,0.972773328,0.783727875,0.7567793517,1.747604055,,,,
31220,"Ludington, MI","Ludington, MI Micro Area",0.85,22.20,16.00,45.54,86.00,16.20,63.18,34.51,20.90,0.00,26.45,0.0976,12.3,284.0661543,0.34,0.986020711,0.590242241,0.7533535293,1.525644969,,,,
31260,"Lufkin, TX","Lufkin, TX Micro Area",0.78,16.70,19.10,45.27,82.00,16.14,8.21,63.84,25.90,0.03,14.99,0.0831,19.9,311.6712378,0.21,0.981872699,0.802423695,0.7319600677,1.331004850,,,,
31300,"Lumberton, NC","Lumberton, NC Micro Area",0.79,12.80,29.20,48.76,91.10,18.29,8.08,60.80,25.80,0.14,14.03,0.1080,21.1,461.3814325,0.15,1.017431637,0.897366631,0.7414268877,1.757380205,,,,
31380,"Macomb, IL","Macomb, IL Micro Area",0.83,32.60,22.30,46.61,79.30,15.99,9.45,18.36,10.50,0.00,16.41,0.0932,15.5,257.3657119,0.05,0.991409887,0.878384824,0.9762365366,1.720377425,,,,
31420,"Macon-Bibb County, GA","Macon-Bibb County, GA Metro Area",0.70,23.10,23.10,51.34,85.00,19.47,11.26,58.03,15.11,0.10,20.36,0.1043,20.12881868,383.9136828,0.29,0.979460784,0.847234693,1.0216965680,1.804228929,,,,
31460,"Madera, CA","Madera, CA Metro Area",0.29,13.80,22.10,45.03,89.00,25.42,6.19,53.59,31.10,0.20,9.64,0.0821,11.4,620.2355078,0.32,0.971382723,0.908829785,0.7761851313,2.023266291,,,,
31500,"Madison, IN","Madison, IN Micro Area",0.79,17.40,13.70,41.77,82.00,13.51,38.61,24.23,16.20,0.02,35.46,0.0736,13.3,0,0.31,0.941782808,0.613942394,0.4942257167,1.149074146,,,,
31540,"Madison, WI","Madison, WI Metro Area",0.75,44.80,11.70,44.22,81.40,15.59,7.06,17.39,8.83,0.02,16.87,0.0430,10.42707305,208.0132492,0.29,0.980736042,0.710487187,0.7857264939,1.304331786,,,,
31580,"Madisonville, KY","Madisonville, KY Micro Area",0.78,15.70,17.20,44.60,86.20,11.71,15.21,18.36,21.50,0.03,23.68,0.0637,14.3,118.6841168,0.25,0.962964606,0.964132613,0.8932768412,2.384225034,,,,
31620,"Magnolia, AR","Magnolia, AR Micro Area",0.88,21.50,25.10,47.25,83.60,11.93,11.35,63.84,24.00,0.03,28.93,0.0931,22.7,316.8448919,0.44,0.921085247,0.802885834,0.4692723130,2.281194353,,,,
31660,"Malone, NY","Malone, NY Micro Area",0.98,18.70,19.40,44.98,84.20,14.78,23.80,54.62,15.20,0.02,18.00,0.0855,12.9,183.4574369,0.18,1.016159771,0.482103140,0.7692403761,2.829466747,,,,
31680,"Malvern, AR","Malvern, AR Micro Area",0.88,13.80,15.80,44.74,85.00,13.80,7.54,69.19,28.00,0.01,21.55,0.0683,16,230.125523,0.50,0.996146576,0.838711132,0.9601563630,NA,,,,
31700,"Manchester-Nashua, NH","Manchester-Nashua, NH Metro Area",0.89,36.50,8.60,42.52,84.90,15.95,53.32,56.45,11.10,0.06,8.22,0.0516,9,273.0659087,0.06,0.959016173,0.848380246,0.7437798803,1.434935830,,,,
31740,"Manhattan, KS","Manhattan, KS Metro Area",0.93,42.20,18.80,46.43,75.20,19.77,12.42,29.99,7.61,0.08,10.05,0.0541,16.19367863,252.1328332,0.12,NA,0.915615746,0.8707812078,1.318018441,,,,
31820,"Manitowoc, WI","Manitowoc, WI Micro Area",0.84,19.70,10.20,40.65,92.70,10.67,16.59,6.28,14.80,0.07,20.81,0.0485,9.5,187.6254745,0.09,0.980449522,0.527632855,0.6926757337,0.860057737,,,,
31860,"Mankato-North Mankato, MN","Mankato-North Mankato, MN Metro Area",0.90,32.20,15.90,44.07,81.70,13.96,14.31,14.37,9.64,0.08,17.27,0.0440,11.02319916,166.5044209,0.15,0.981556344,0.608758436,0.8107117247,1.358130164,,,,
31900,"Mansfield, OH","Mansfield, OH Metro Area",0.77,17.20,15.60,43.07,83.20,12.47,75.50,11.41,13.90,0.04,32.05,0.0826,15.3,237.3882227,0.14,0.97726039,0.708763028,0.9037690689,2.705993218,,,,
31930,"Marietta, OH","Marietta, OH Micro Area",0.87,18.70,15.50,46.05,89.60,10.89,58.42,50.22,16.20,0.02,16.16,0.0469,14.3,97.53800619,0.25,0.961022446,0.956291581,0.8745771765,1.935170340,,,,
31940,"Marinette, WI-MI","Marinette, WI-MI Micro Area",0.84,15.20,13.30,42.33,88.10,12.86,22.56,46.40,14.82,0.11,43.47,0.0677,11.56375402,106.4132494,0.40,0.948651525,0.550975755,0.9630172295,1.898031050,,,,
31980,"Marion, IN","Marion, IN Micro Area",0.79,17.10,19.10,40.79,84.80,11.63,32.69,5.91,18.80,0.01,19.87,0.0809,15.5,233.8435374,0.28,1.004906589,0.859450182,0.9317753439,1.195150081,,,,
32000,"Marion, NC","Marion, NC Micro Area",0.87,15.90,19.30,42.71,91.60,12.18,18.01,63.95,28.80,0.07,16.83,0.0979,13.8,157.6231786,0.23,1.016937583,0.839515186,1.1322239940,1.496425886,,,,
32020,"Marion, OH","Marion, OH Micro Area",0.77,13.50,16.60,44.23,82.70,14.01,77.66,5.91,16.30,0.02,15.75,0.0798,14.8,215.4052981,0.07,1.001196548,0.591869859,0.6317437793,2.886721626,,,,
32100,"Marquette, MI","Marquette, MI Micro Area",0.78,30.80,16.40,44.35,83.00,13.31,25.53,67.71,11.50,0.09,14.99,0.0715,13.5,193.1644933,0.09,0.978277689,0.651557156,0.6989401945,1.412304754,,,,
32140,"Marshall, MN","Marshall, MN Micro Area",0.89,26.50,13.70,46.93,84.10,12.20,12.74,4.08,12.40,0.12,19.76,0.0429,10.1,107.7543983,0.27,0.958203682,0.895108805,0.7517671086,0.824708407,,,,
32180,"Marshall, MO","Marshall, MO Micro Area",0.85,18.70,17.30,42.79,81.90,14.13,6.53,10.74,16.00,0.03,19.55,0.0485,13.9,199.1818552,0.38,1.01921276,0.897960316,0.6769721546,1.115051197,,,,
32220,"Marshall, TX","Marshall, TX Micro Area",0.82,18.80,17.90,47.79,91.10,12.27,7.24,63.84,18.10,0.03,16.64,0.0830,21,346.6565497,0.25,0.963705249,0.962981981,0.7167030515,1.792148857,,,,
32260,"Marshalltown, IA","Marshalltown, IA Micro Area",0.76,19.60,11.20,39.82,86.10,10.76,8.08,3.64,12.70,0.03,24.27,0.0587,8.9,452.0574724,0.10,0.982965198,0.947327062,0.6512386318,0.870502121,,,,
32280,"Martin, TN","Martin, TN Micro Area",0.76,20.80,20.50,44.32,85.10,12.57,30.69,51.64,23.00,0.03,13.31,0.0997,15.2,203.9768142,0.37,1.018620381,0.959055283,1.2341582720,1.011412330,,,,
32300,"Martinsville, VA","Martinsville, VA Micro Area",0.84,14.30,20.10,46.19,88.00,12.86,9.84,55.26,20.77,0.07,19.01,0.0955,15.32916621,238.3470449,0.04,0.991859098,0.938811505,0.7507742875,2.003624116,,,,
32340,"Maryville, MO","Maryville, MO Micro Area",0.85,26.80,22.60,44.90,70.80,17.15,8.66,6.93,13.90,0.11,14.11,0.0544,18,158.9548176,0.29,NA,0.621478740,0.8013396805,1.655803504,,,,
32380,"Mason City, IA","Mason City, IA Micro Area",0.99,21.20,11.20,45.61,88.10,10.09,9.25,3.64,9.47,0.05,28.66,0.0444,11.59283606,127.3022382,0.26,0.978567193,0.575892778,0.7454813723,1.388241850,,,,
32460,"Mayfield, KY","Mayfield, KY Micro Area",0.78,16.20,19.20,47.03,91.60,12.37,22.34,30.42,21.60,0.03,13.85,0.0838,14,129.1277154,0.07,0.965243874,0.632436573,1.0500063560,2.970031883,,,,
32500,"Maysville, KY","Maysville, KY Micro Area",0.78,18.50,18.00,51.11,86.00,10.32,44.18,42.54,17.30,0.02,14.68,0.0663,16.2,163.5179724,0.50,1.003766224,0.950337703,1.1071041560,1.458730639,,,,
32540,"McAlester, OK","McAlester, OK Micro Area",0.78,16.30,17.10,45.16,81.40,12.99,11.92,59.76,20.50,0.10,20.93,0.0580,16.6,225.63686,0.40,0.981158572,1.133649768,0.7510820430,1.406536518,,,,
32580,"McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX Metro Area",0.75,17.80,31.80,49.02,90.20,27.19,2.86,34.47,26.70,0.07,45.97,0.0903,10.1,312.4260863,0.12,0.981488706,1.396223022,1.0118752280,2.420090161,,,,
32620,"McComb, MS","McComb, MS Micro Area",0.91,15.20,30.00,50.09,90.60,15.52,12.54,51.64,26.89,0.01,19.98,0.0972,23.83277665,0,0.66,1.012144655,0.893464039,1.2726341500,2.811258035,,,,
32660,"McMinnville, TN","McMinnville, TN Micro Area",0.76,14.40,21.60,46.69,87.20,10.31,13.05,53.17,26.50,0.03,14.89,0.0781,12.8,457.5722629,0.17,0.977321361,0.788299910,0.7545040808,2.294209010,,,,
32700,"McPherson, KS","McPherson, KS Micro Area",0.93,28.60,7.60,40.42,85.80,8.48,21.47,30.69,8.80,0.09,43.20,0.0236,10.8,145.7518663,0.39,0.93448266,0.505020305,1.0666637900,1.322170455,,,,
32740,"Meadville, PA","Meadville, PA Micro Area",0.73,20.40,14.50,43.23,87.00,12.74,34.66,50.89,14.90,0.04,21.85,0.0677,12.6,96.62171154,0.24,0.969088002,0.733319151,0.7909892523,1.747281185,,,,
32780,"Medford, OR","Medford, OR Metro Area",0.68,26.80,16.70,46.05,80.60,22.99,36.45,86.38,15.10,0.00,35.68,0.0886,14.2,334.8449818,0.08,0.982720146,0.705073476,0.7234769523,1.512107164,,,,
32820,"Memphis, TN-MS-AR","Memphis, TN-MS-AR Metro Area",0.66,27.20,18.90,49.09,84.80,18.86,15.59,42.48,16.77,0.01,17.28,0.0897,19.57860843,1054.127538,0.33,0.984165354,0.869043436,0.7704788860,1.593829047,,,,
32860,"Menomonie, WI","Menomonie, WI Micro Area",0.84,27.70,12.80,41.45,78.40,16.48,2.98,22.95,10.00,0.07,72.98,0.0550,11.2,160.0198334,0.26,0.955596758,0.847890092,1.2087292190,0.941382434,,,,
32900,"Merced, CA","Merced, CA Metro Area",0.41,13.80,23.30,46.53,84.30,25.70,8.17,33.43,23.00,0.18,14.56,0.1574,13.2,555.3386669,0.17,0.991458756,1.070775856,0.8089557349,1.443583843,,,,
32940,"Meridian, MS","Meridian, MS Micro Area",0.96,18.30,22.00,48.52,86.00,15.14,9.63,60.80,22.21,0.01,14.64,0.0924,20.75104255,277.6972587,0.68,0.978910775,0.824771209,0.8936730116,1.619343994,,,,
32980,"Merrill, WI","Merrill, WI Micro Area",0.84,17.30,9.20,39.19,86.70,10.06,3.33,46.40,12.40,0.09,33.03,0.0489,9.6,180.7510739,0.36,0.967784912,1.155332813,0.7921016606,2.373363898,,,,
33020,"Mexico, MO","Mexico, MO Micro Area",0.85,13.70,16.70,43.06,85.70,9.38,6.97,14.29,21.60,0.02,20.74,0.0790,14.9,182.945617,0.31,0.965344459,0.987582975,0.7733672745,1.325371788,,,,
33060,"Miami, OK","Miami, OK Micro Area",0.75,14.00,21.80,43.88,85.10,15.92,22.17,29.57,22.50,0.05,19.73,0.0806,17.2,182.250641,0.37,1.004687331,0.917934798,0.6652868152,1.090541465,,,,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",0.66,30.60,16.10,51.27,86.00,27.10,19.12,54.15,14.56,0.19,10.38,0.0852,11.80940371,501.8533778,0.04,0.975682908,0.827987832,0.9936265497,1.472438968,,,,
33140,"Michigan City-La Porte, IN","Michigan City-La Porte, IN Metro Area",0.80,17.80,16.60,43.76,83.60,13.95,20.80,6.47,16.20,0.00,26.95,0.0879,15.2,301.7911866,0.11,0.966738925,0.692350906,0.8074085171,2.376188161,,,,
33180,"Middlesborough, KY","Middlesborough, KY Micro Area",0.89,9.30,38.00,50.06,89.00,19.03,16.22,63.10,30.00,0.05,22.88,0.1061,22.1,169.8133879,0.37,0.935558476,0.768283627,1.5524448620,NA,,,,
33220,"Midland, MI","Midland, MI Metro Area",0.78,34.10,11.30,47.22,87.30,11.45,62.51,27.75,11.10,0.08,28.06,0.0764,11,126.4561847,0.10,0.964437242,0.765918976,1.0297599670,1.989950742,,,,
33260,"Midland, TX","Midland, TX Metro Area",0.78,26.60,8.60,47.49,81.80,14.73,1.14,41.17,14.42,0.59,45.01,0.0363,10.65385147,309.7012119,0.19,0.928629475,0.773384984,0.7608945438,1.283453423,,,,
33300,"Milledgeville, GA","Milledgeville, GA Micro Area",0.75,17.30,28.00,49.93,79.90,20.32,13.38,58.03,24.15,0.10,15.31,0.0845,23.11237586,632.5270149,0.48,1.007905832,0.826237657,1.1165855740,2.038510014,,,,
33340,"Milwaukee-Waukesha-West Allis, WI","Milwaukee-Waukesha-West Allis, WI Metro Area",0.65,34.50,14.50,47.61,85.40,18.01,17.97,6.28,12.20,0.00,13.61,0.0631,12.81180198,642.5244815,0.02,0.9659508,0.662705965,0.7201500732,1.305762103,,,,
33420,"Mineral Wells, TX","Mineral Wells, TX Micro Area",0.78,16.60,18.30,47.22,80.20,18.18,5.21,58.26,22.10,0.20,22.64,0.0667,17.7,191.6944355,0.11,0.934481859,0.767359287,0.6676183608,1.960997408,,,,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",0.56,40.50,9.40,44.65,85.20,14.39,12.02,29.31,9.83,0.08,13.90,0.0493,9.324506154,274.4559329,0.21,0.976801464,0.697288543,0.7287354554,1.092519581,,,,
33500,"Minot, ND","Minot, ND Micro Area",0.89,26.80,8.20,42.53,79.50,10.89,8.27,19.19,10.19,0.25,20.83,0.0235,7.178413897,234.634395,0.19,0.963044451,1.103397461,0.9347654108,1.303356304,,,,
33540,"Missoula, MT","Missoula, MT Metro Area",0.46,42.60,15.90,47.82,79.00,19.08,12.67,84.72,11.40,0.11,11.67,0.0702,13.5,345.3829714,0.11,0.999510342,0.859608727,0.8953038527,1.491533651,,,,
33580,"Mitchell, SD","Mitchell, SD Micro Area",0.89,23.70,11.70,43.02,83.10,11.05,10.57,19.19,9.66,0.17,29.84,0.0345,11.00398236,357.5326097,0.17,0.95773273,1.176871383,0.7113072794,0.875915999,,,,
33620,"Moberly, MO","Moberly, MO Micro Area",0.85,14.60,16.50,42.75,86.30,13.37,7.31,14.29,20.90,0.03,15.22,0.0746,15,106.3274887,0.35,0.973825029,0.632993089,0.7915847542,NA,,,,
33660,"Mobile, AL","Mobile, AL Metro Area",0.80,23.00,19.30,47.29,87.00,17.03,9.49,55.67,22.60,0.14,21.33,0.0870,18.9,548.14738,0.11,0.972960455,0.856963043,1.1173027330,1.365875081,,,,
33700,"Modesto, CA","Modesto, CA Metro Area",0.39,16.70,17.20,44.93,85.80,25.28,9.57,33.43,22.30,0.18,8.80,0.1376,12.3,578.4520988,0.06,0.974812942,1.053545061,0.7912576111,1.456723762,,,,
33740,"Monroe, LA","Monroe, LA Metro Area",0.76,22.80,24.20,50.50,88.20,15.56,10.68,43.99,20.71,0.04,20.32,0.0771,18.49524111,1238.409263,0.52,0.975477774,0.794669247,0.9244807369,1.695426426,,,,
33780,"Monroe, MI","Monroe, MI Metro Area",0.93,18.60,11.20,41.74,89.50,12.60,75.90,4.83,15.00,0.06,14.44,0.0696,10,240.3507748,0.08,0.936426896,0.897200218,0.7580233004,2.019045624,,,,
33860,"Montgomery, AL","Montgomery, AL Metro Area",0.74,28.60,18.50,47.11,81.40,16.84,6.43,58.03,20.75,0.01,17.84,0.0792,19.20081893,432.9446771,0.32,0.972463428,0.908491523,0.9482164433,1.570699314,,,,
33940,"Montrose, CO","Montrose, CO Micro Area",0.71,23.40,17.80,41.86,84.20,19.98,14.53,92.48,13.70,0.10,11.51,0.0860,12.5,134.4240888,0.31,0.985250151,0.895333209,0.7023100812,1.330685116,,,,
33980,"Morehead City, NC","Morehead City, NC Micro Area",0.95,26.70,12.50,45.90,84.80,15.61,12.19,50.09,17.60,0.20,9.04,0.0918,12.5,0,0.00,0.986009294,0.784643921,0.7922641110,1.092924301,,,,
34020,"Morgan City, LA","Morgan City, LA Micro Area",0.71,10.60,19.50,45.18,87.20,15.06,18.52,22.40,25.70,0.03,28.12,0.1092,18,516.9573368,0.11,0.95956635,0.841179865,0.7744352555,1.302615614,,,,
34060,"Morgantown, WV","Morgantown, WV Metro Area",0.90,32.80,19.80,49.72,81.80,15.12,29.51,58.81,16.87,0.03,14.33,0.0643,14.42302951,245.0993433,0.25,0.988582186,0.824978053,1.1167913650,1.889557295,,,,
34100,"Morristown, TN","Morristown, TN Metro Area",0.76,16.30,17.10,45.41,87.50,14.77,23.06,61.31,25.77,0.06,18.15,0.0827,12.75321601,371.6660455,0.16,0.963197751,0.871950483,0.6038058165,1.748183140,,,,
34140,"Moscow, ID","Moscow, ID Micro Area",0.95,46.40,22.50,46.97,72.20,18.97,18.02,52.14,11.50,0.10,8.18,0.0772,17.5,105.2834307,0.22,0.975766838,1.469523464,0.8833661202,1.204786702,,,,
34180,"Moses Lake, WA","Moses Lake, WA Micro Area",0.90,16.70,15.90,42.19,83.50,16.95,0.96,32.08,19.20,0.09,28.51,0.0907,9.6,278.4660131,0.00,0.944060205,1.257507277,0.7514118801,1.986546756,,,,
34220,"Moultrie, GA","Moultrie, GA Micro Area",0.75,12.50,25.40,46.34,82.30,21.58,14.74,60.80,18.40,0.11,12.03,0.0774,14.7,0,0.09,1.006273615,0.817160633,0.7304262433,1.402965611,,,,
34260,"Mountain Home, AR","Mountain Home, AR Micro Area",0.88,18.40,12.60,44.50,82.50,11.75,4.09,48.92,17.50,0.00,10.11,0.0613,13.9,182.3879355,0.32,NA,0.583923691,0.8998426084,1.832303160,,,,
34300,"Mountain Home, ID","Mountain Home, ID Micro Area",0.89,17.60,14.90,42.63,78.70,14.31,14.03,78.58,14.70,0.02,25.08,0.0993,14.6,181.0268459,0.24,0.964013207,1.065835245,0.7477565445,1.307458174,,,,
34340,"Mount Airy, NC","Mount Airy, NC Micro Area",0.79,16.50,17.60,47.02,93.10,14.04,16.20,63.95,23.80,0.05,14.04,0.0659,12.4,173.0781118,0.05,0.980683495,0.901281927,0.7248299251,1.158655223,,,,
34380,"Mount Pleasant, MI","Mount Pleasant, MI Micro Area",0.78,29.40,27.30,47.53,72.20,22.32,86.38,27.75,9.20,0.08,12.09,0.0932,16.8,251.9943655,0.17,0.97534445,0.975221367,1.0057395430,1.979916183,,,,
34420,"Mount Pleasant, TX","Mount Pleasant, TX Micro Area",0.78,15.80,19.30,44.01,90.80,16.63,10.66,47.75,18.40,0.03,27.98,0.0940,15.9,353.0274781,0.44,0.981964215,0.791722823,0.6847963663,1.694627230,,,,
34460,"Mount Sterling, KY","Mount Sterling, KY Micro Area",0.78,14.80,22.80,44.51,84.90,14.67,17.63,46.38,25.21,0.03,35.53,0.0609,16.91129146,93.0137633,0.05,0.986013446,0.903797933,1.4838255000,NA,,,,
34500,"Mount Vernon, IL","Mount Vernon, IL Micro Area",0.81,16.10,18.90,46.01,85.10,12.64,17.89,18.36,20.20,0.02,11.18,0.0724,13.9,602.7082735,0.40,0.956877756,0.938720415,0.6619101134,2.002884031,,,,
34540,"Mount Vernon, OH","Mount Vernon, OH Micro Area",0.85,22.70,13.80,40.62,85.20,14.98,77.03,24.35,12.20,0.03,7.12,0.0618,13.3,113.2967719,0.25,0.953331582,1.060291411,0.6831174356,1.577733637,,,,
34580,"Mount Vernon-Acortes, WA","Mount Vernon-Acortes, WA Metro Area",0.95,25.60,14.30,44.05,83.70,20.84,3.00,63.27,15.40,0.06,17.17,0.0754,12,195.3510561,0.00,0.946533511,0.730222608,0.6529533560,1.166691815,,,,
34620,"Muncie, IN","Muncie, IN Metro Area",0.84,23.90,21.20,47.30,76.50,16.13,32.69,5.91,20.10,0.00,16.08,0.0935,16.9,270.9783858,0.11,0.985046233,0.871754214,1.0747796150,1.715012949,,,,
34660,"Murray, KY","Murray, KY Micro Area",0.78,28.80,22.40,48.71,81.50,17.36,22.34,42.51,16.80,0.03,12.93,0.0695,16.5,162.4950858,0.06,0.969166906,1.075477105,0.6315150102,1.553274207,,,,
34700,"Muscatine, IA","Muscatine, IA Micro Area",0.59,21.10,10.50,42.56,92.10,11.96,8.08,11.00,11.70,0.02,39.26,0.0447,9,429.3643313,0.72,0.945362934,0.819497206,0.7634371061,1.066518037,,,,
34740,"Muskegon, MI","Muskegon, MI Metro Area",0.78,18.60,18.50,43.75,83.30,15.48,74.53,10.72,15.70,0.00,13.82,0.1044,14.8,440.3428508,0.09,0.966693235,0.704757470,0.8158069497,1.672936777,,,,
34780,"Muskogee, OK","Muskogee, OK Micro Area",0.94,18.90,21.90,46.83,81.40,14.42,17.91,46.44,25.90,0.08,19.50,0.0759,18.5,716.6862954,0.30,0.978436853,0.956618306,0.8335604477,1.338623928,,,,
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",0.85,24.50,16.10,44.60,84.00,17.10,10.21,53.81,16.22,0.18,12.34,0.0844,12.69480745,448.4726773,0.08,0.968903996,0.771979126,0.7149240000,1.420752651,,,,
34860,"Nacogdoches, TX","Nacogdoches, TX Micro Area",0.78,25.20,24.90,50.81,78.30,18.92,8.21,63.84,21.40,0.03,15.52,0.0883,22.2,290.9184821,0.26,0.985303849,0.789742049,0.7269733048,1.456276066,,,,
34900,"Napa, CA","Napa, CA Metro Area",0.65,34.60,8.20,47.34,87.30,22.77,27.58,56.13,16.70,0.13,8.82,0.0656,8.6,397.6813631,0.09,0.988277792,0.914549974,0.6605550578,1.298032914,,,,
34940,"Naples-Immokalee-Marco Island, FL","Naples-Immokalee-Marco Island, FL Metro Area",0.89,34.90,12.80,52.37,83.20,20.24,19.12,54.15,16.80,0.19,10.33,0.0641,10.5,261.4558965,0.03,0.95198461,0.549809972,0.7142667183,1.099964765,,,,
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",0.62,34.00,12.80,46.60,83.60,14.73,13.82,42.54,15.20,0.03,16.82,0.0589,12.34388409,617.9058782,0.28,0.973527561,0.904882887,0.7243132889,1.308171375,,,,
35020,"Natchez, MS-LA","Natchez, MS-LA Micro Area",0.91,15.10,33.10,52.37,90.80,14.00,13.55,33.31,21.42,0.00,18.75,0.0993,23.79704142,471.9591363,0.51,1.011502881,0.940778797,0.6086730419,1.795864748,,,,
35060,"Natchitoches, LA","Natchitoches, LA Micro Area",0.71,19.40,31.90,53.46,88.60,19.47,11.48,63.84,22.30,0.03,25.46,0.1213,21.8,638.0607055,0.42,0.976292299,0.806721665,1.4518327710,2.345000988,,,,
35100,"New Bern, NC","New Bern, NC Metro Area",0.79,22.90,16.30,44.28,80.90,15.35,11.26,55.44,13.29,0.13,10.32,0.0995,15.5289563,221.4616079,0.27,0.990828666,0.792791995,0.7761820220,1.008453561,,,,
35140,"Newberry, SC","Newberry, SC Micro Area",0.85,17.10,19.80,44.98,90.30,11.59,14.88,55.26,16.00,0.10,24.21,0.0845,13.7,290.038496,0.39,0.942830969,0.848050084,0.5909869395,1.945131348,,,,
35220,"New Castle, IN","New Castle, IN Micro Area",0.81,16.50,16.10,43.65,85.10,12.80,53.77,5.91,19.70,0.00,22.66,0.0653,13.8,15.93270027,0.20,0.978310554,0.654311945,0.8281233881,1.493914548,,,,
35260,"New Castle, PA","New Castle, PA Micro Area",0.91,20.80,14.00,46.57,90.00,13.98,45.84,33.57,17.10,0.04,18.10,0.0855,13.3,228.8211705,0.05,0.95307822,0.739446291,1.1196794470,1.489579420,,,,
35300,"New Haven-Milford, CT","New Haven-Milford, CT Metro Area",0.65,34.60,12.10,46.70,88.20,20.68,35.67,33.52,12.40,0.11,8.97,0.0789,12.4,328.6701448,0.01,0.96988267,0.873971769,0.7782209239,1.657982412,,,,
35380,"New Orleans-Metairie, LA","New Orleans-Metairie, LA Metro Area",0.59,29.00,18.00,49.99,87.60,19.64,14.67,45.16,18.66,0.09,23.64,0.0573,16.18607013,575.2705625,0.10,0.971089188,0.821773399,0.9215946585,1.309340226,,,,
